"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,
30,66522,3035706,Orange,Garden Grove Unified,Rancho Alamitos High,339,7,2.1,NA,NA,NA,
30,66522,3036555,Orange,Garden Grove Unified,Santiago High,378,15,4,    18.3,       4,     1.1,
30,66548,3030368,Orange,Huntington Beach Union High,Coast High,120,0,0,NA,NA,NA,
30,66548,3031895,Orange,Huntington Beach Union High,Edison High,467,108,23.1,    24.5,      91,    19.5,
30,66548,3032158,Orange,Huntington Beach Union High,Fountain Valley High,779,99,12.7,    23.6,      72,     9.2,
30,66548,3030806,Orange,Huntington Beach Union High,HBUHSD Community Day,2,0,0,NA,NA,NA,
30,66548,3032943,Orange,Huntington Beach Union High,Huntington Beach High,529,98,18.5,    24.2,      78,    14.7,
30,66548,3034410,Orange,Huntington Beach Union High,Marina High,569,84,14.8,    23.5,      60,    10.5,
30,66548,3030145,Orange,Huntington Beach Union High,Ocean View High,331,35,10.6,    23.1,      25,     7.6,
30,66548,3038551,Orange,Huntington Beach Union High,Valley Vista High (Continuation),110,1,0.9,NA,NA,NA,
30,66548,3038445,Orange,Huntington Beach Union High,Westminster High,577,52,9,    21.4,      30,     5.2,
30,73650,3030467,Orange,Irvine Unified,Alternative Education-San Joaquin,40,0,0,NA,NA,NA,
30,73650,3030129,Orange,Irvine Unified,Creekside High,96,0,0,NA,NA,NA,
30,73650,3030152,Orange,Irvine Unified,Irvine High,456,38,8.3,    24.0,      30,     6.6,
30,73650,3030657,Orange,Irvine Unified,Northwood High,439,46,10.5,    25.0,      38,     8.7,
30,73650,3035102,Orange,Irvine Unified,University High,544,45,8.3,    25.8,      39,     7.2,
30,73650,3030285,Orange,Irvine Unified,Woodbridge High,496,98,19.8,    24.1,      79,    15.9,
30,66555,3033206,Orange,Laguna Beach Unified,Laguna Beach High,220,39,17.7,    23.8,      33,    15.0,
30,73924,3030343,Orange,Los Alamitos Unified,Laurel High (Continuation),63,0,0,NA,NA,NA,
30,73924,3033917,Orange,Los Alamitos Unified,Los Alamitos High,697,142,20.4,    23.5,     104,    14.9,
30,66597,3034907,Orange,Newport-Mesa Unified,Back Bay High,20,0,0,NA,NA,NA,
30,66597,3031697,Orange,Newport-Mesa Unified,Corona del Mar High,362,95,26.2,    24.5,      76,    21.0,
30,66597,3031853,Orange,Newport-Mesa Unified,Costa Mesa High,289,29,10,    23.6,      23,     8.0,
30,66597,3032000,Orange,Newport-Mesa Unified,Estancia High,278,39,14,    19.1,      15,     5.4,
30,66597,3030186,Orange,Newport-Mesa Unified,Monte Vista High,41,0,0,NA,NA,NA,
30,66597,3035045,Orange,Newport-Mesa Unified,Newport Harbor High,496,135,27.2,    22.1,      83,    16.7,
30,66597,3030673,Orange,Newport-Mesa Unified,Orange Coast Middle College High,38,1,2.6,NA,NA,NA,
30,10306,3030764,Orange,Orange County Department of Education,Access County Community,700,0,0,NA,NA,NA,
30,10306,3030426,Orange,Orange County Department of Education,Access Juvenile Hall,97,0,0,NA,NA,NA,
30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,90,0,0,NA,NA,NA,
30,10306,6069553,Orange,Orange County Department of Education,Orange County Special Education,24,0,0,NA,NA,NA,
30,66621,3030046,Orange,Orange Unified,Canyon High,485,57,11.8,    22.1,      36,     7.4,
30,66621,6029920,Orange,Orange Unified,Canyon Hills TMR,82,0,0,NA,NA,NA,
30,66621,3031952,Orange,Orange Unified,El Modena High,495,23,4.6,    22.7,      20,     4.0,
30,66621,3035409,Orange,Orange Unified,Orange High,450,15,3.3,    23.2,      11,     2.4,
30,66621,3035748,Orange,Orange Unified,Richland Continuation High,181,0,0,NA,NA,NA,
30,66621,3038098,Orange,Orange Unified,Villa Park High,483,55,11.4,    24.4,      49,    10.1,
30,66647,3031945,Orange,Placentia-Yorba Linda Unified,El Camino Real Continuation High,26,1,3.8,NA,NA,NA,
30,66647,3031929,Orange,Placentia-Yorba Linda Unified,El Dorado High,497,37,7.4,    23.6,      30,     6.0,
30,66647,3030053,Orange,Placentia-Yorba Linda Unified,Esperanza High,654,69,10.6,    23.1,      49,     7.5,
30,66647,3038023,Orange,Placentia-Yorba Linda Unified,Valencia High,438,26,5.9,    21.9,      16,     3.7,
30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,575,72,12.5,    24.2,      56,     9.7,
30,73635,6089510,Orange,Saddleback Valley Unified,Esperanza,66,0,0,NA,NA,NA,
30,73635,3030244,Orange,Saddleback Valley Unified,Laguna Hills High,414,89,21.5,    22.9,      62,    15.0,
30,73635,3030509,Orange,Saddleback Valley Unified,Mira Monte High (Alternative),58,0,0,NA,NA,NA,
30,73635,3034956,Orange,Saddleback Valley Unified,Mission Viejo High,571,93,16.3,    24.3,      76,    13.3,
30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,194,0,0,NA,NA,NA,
30,73635,3030392,Orange,Saddleback Valley Unified,Trabuco Hills High,575,52,9,    23.8,      43,     7.5,
30,66670,3030780,Orange,Santa Ana Unified,Albor Charter,149,0,0,NA,NA,NA,
30,66670,3030491,Orange,Santa Ana Unified,Century High,554,91,16.4,    18.0,      21,     3.8,
30,66670,3030475,Orange,Santa Ana Unified,Chavez (Cesar E.) High,166,0,0,NA,NA,NA,
30,66670,3030608,Orange,Santa Ana Unified,Middle College High,67,22,32.8,    18.7,       8,    11.9,
30,66670,3034998,Orange,Santa Ana Unified,Mountain View High (Continuation),0,1,0,NA,NA,NA,
30,66670,3030723,Orange,Santa Ana Unified,Orange County High School of the Arts,202,59,29.2,    23.5,      48,    23.8,
30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,632,88,13.9,    18.5,      25,     4.0,
30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,670,83,12.4,    18.4,      22,     3.3,
30,66670,3036456,Orange,Santa Ana Unified,Valley High,618,85,13.8,    17.8,      16,     2.6,
30,73643,3032109,Orange,Tustin Unified,Foothill High,491,103,21,    23.5,      78,    15.9,
30,73643,3032919,Orange,Tustin Unified,Hillview High (Continuation),11,0,0,NA,NA,NA,
30,73643,3030590,Orange,Tustin Unified,Sycamore High (Alternative),9,0,0,NA,NA,NA,
30,73643,3037553,Orange,Tustin Unified,Tustin High,509,68,13.4,    21.1,      38,     7.5,
31,10314,3130259,Placer,Placer County Office of Education,Placer County Community Schools,20,0,0,NA,NA,NA,
31,10314,3130101,Placer,Placer County Office of Education,Placer County Court Schools,4,0,0,NA,NA,NA,
31,10314,6069322,Placer,Placer County Office of Education,Placer County Special Education,36,0,0,NA,NA,NA,
31,66894,3130093,Placer,Placer Union High,Adolescent Day Treatment at Dewitt,1,0,0,NA,NA,NA,
31,66894,3131687,Placer,Placer Union High,Chana High (Continuation),78,0,0,NA,NA,NA,
31,66894,3131851,Placer,Placer Union High,Colfax High,200,32,16,    23.0,      25,    12.5,
31,66894,3132453,Placer,Placer Union High,Del Oro High,357,56,15.7,    23.9,      44,    12.3,
31,66894,3130135,Placer,Placer Union High,Maidu High,115,0,0,NA,NA,NA,
31,66894,3135704,Placer,Placer Union High,Placer High,329,58,17.6,    24.4,      45,    13.7,
31,75085,3130150,Placer,Rocklin Unified,Rocklin High,541,88,16.3,    23.1,      71,    13.1,
31,75085,3130218,Placer,Rocklin Unified,Rocklin Independent (Alternative),36,0,0,NA,NA,NA,
31,75085,3130200,Placer,Rocklin Unified,Victory High (Cont),53,0,0,NA,NA,NA,
31,66928,3130309,Placer,Roseville Joint Union High,Adelante High (Continuation),124,0,0,NA,NA,NA,
31,66928,3130184,Placer,Roseville Joint Union High,Granite Bay High,486,135,27.8,    24.4,     108,    22.2,
31,66928,3130119,Placer,Roseville Joint Union High,Independence High (Alternative),175,0,0,NA,NA,NA,
31,66928,3135308,Placer,Roseville Joint Union High,Oakmont High,344,29,8.4,    22.4,      22,     6.4,
31,66928,3136504,Placer,Roseville Joint Union High,Roseville High,379,35,9.2,    24.1,      29,     7.7,
31,66928,3130176,Placer,Roseville Joint Union High,Woodcreek High,458,39,8.5,    22.7,      31,     6.8,
31,66944,3130192,Placer,Tahoe-Truckee Joint Unified,Cold Stream Alternative,9,0,0,NA,NA,NA,
31,66944,3130010,Placer,Tahoe-Truckee Joint Unified,North Tahoe High,116,22,19,    24.0,      19,    16.4,
31,66944,3130077,Placer,Tahoe-Truckee Joint Unified,Sierra High (Continuation),35,0,0,NA,NA,NA,
31,66944,3138500,Placer,Tahoe-Truckee Joint Unified,Tahoe Truckee High,211,57,27,    24.1,      46,    21.8,
31,66951,3130168,Placer,Western Placer Unified,Horizon Instructional Systems,294,8,2.7,NA,NA,NA,
31,66951,3134657,Placer,Western Placer Unified,Lincoln High,215,11,5.1,    24.0,       8,     3.7,
31,66951,3130036,Placer,Western Placer Unified,Phoenix High (Continuation),51,0,0,NA,NA,NA,
31,66951,6031363,Placer,Western Placer Unified,Sheridan,13,0,0,NA,NA,NA,
32,66969,3230034,Plumas,Plumas Unified,Almanor High (Continuation),6,0,0,NA,NA,NA,
32,66969,3230042,Plumas,Plumas Unified,Beckwourth (Jim) High (Continuation),2,0,0,NA,NA,NA,
32,66969,3232006,Plumas,Plumas Unified,Chester Junior-Senior High,44,0,0,NA,NA,NA,
32,66969,3233509,Plumas,Plumas Unified,Greenville Junior-Senior High,34,2,5.9,NA,NA,NA,
32,66969,3230083,Plumas,Plumas Unified,Plumas Charter 146,19,0,0,NA,NA,NA,
32,66969,3235603,Plumas,Plumas Unified,Portola Junior/Senior High,60,1,1.7,NA,NA,NA,
32,66969,3236007,Plumas,Plumas Unified,Quincy Junior-Senior High,88,3,3.4,NA,NA,NA,
33,66977,3337128,Riverside,Alvord Unified,Alvord Continuation High,107,0,0,NA,NA,NA,
33,66977,3330008,Riverside,Alvord Unified,La Sierra High,569,104,18.3,    19.5,      39,     6.9,
33,66977,3334299,Riverside,Alvord Unified,Norte Vista High,476,40,8.4,    18.2,      11,     2.3,
33,66985,3330214,Riverside,Banning Unified,Banning High,192,19,9.9,    17.4,       2,     1.0,
33,66985,3330974,Riverside,Banning Unified,Banning Independent Study,13,0,0,NA,NA,NA,
33,66985,3330222,Riverside,Banning Unified,New Horizon High,8,0,0,NA,NA,NA,
33,66985,0102418,Riverside,Banning Unified,Whitewater Junior/Senior High,6,0,0,NA,NA,NA,
33,66993,3330479,Riverside,Beaumont Unified,Beaumont Senior High,236,10,4.2,NA,NA,NA,
33,66993,3330842,Riverside,Beaumont Unified,Glen View High,2,0,0,NA,NA,NA,
33,66993,3330826,Riverside,Beaumont Unified,Stewart (Laura May) Performance,17,0,0,NA,NA,NA,
33,31625,3330834,Riverside,California School for the Deaf-Southern (State Spe,California School for the Deaf,43,23,53.5,    14.7,       2,     4.7,
33,73676,3330990,Riverside,Coachella Valley Joint Unified,Coachella Valley High,580,106,18.3,    16.6,      11,     1.9,
33,73676,3330032,Riverside,Coachella Valley Joint Unified,La Familia Continuation High,15,1,6.7,NA,NA,NA,
33,73676,3330354,Riverside,Coachella Valley Joint Unified,West Shores High,28,2,7.1,NA,NA,NA,
33,67033,3330586,Riverside,Corona-Norco Unified,Buena Vista High,295,0,0,NA,NA,NA,
33,67033,3330446,Riverside,Corona-Norco Unified,Centennial High,537,79,14.7,    20.9,      44,     8.2,
33,67033,3330594,Riverside,Corona-Norco Unified,Centennial Vista High,48,0,0,NA,NA,NA,
33,67033,3331600,Riverside,Corona-Norco Unified,Corona High,604,62,10.3,    19.0,      20,     3.3,
33,67033,3330602,Riverside,Corona-Norco Unified,Corona Vista High,8,0,0,NA,NA,NA,
33,67033,3330131,Riverside,Corona-Norco Unified,Corona-Norco Alternative,66,0,0,NA,NA,NA,
33,67033,3334232,Riverside,Corona-Norco Unified,Norco High,573,78,13.6,    20.6,      42,     7.3,
33,67033,3330610,Riverside,Corona-Norco Unified,Norco Vista High,56,0,0,NA,NA,NA,
33,67033,3330941,Riverside,Corona-Norco Unified,Phoenix High School (Community Day),44,0,0,NA,NA,NA,
33,67033,3330701,Riverside,Corona-Norco Unified,Santiago High,828,89,10.7,    20.5,      43,     5.2,
33,67033,6068753,Riverside,Corona-Norco Unified,Victress Bower School for Exceptional Studies,12,0,0,NA,NA,NA,
33,67058,3331113,Riverside,Desert Sands Unified,Amistad High (Continuation),41,0,0,NA,NA,NA,
33,67058,3330909,Riverside,Desert Sands Unified,Horizon,135,0,0,NA,NA,NA,
33,67058,3333192,Riverside,Desert Sands Unified,Indio High,476,71,14.9,    17.9,      11,     2.3,
33,67058,3330669,Riverside,Desert Sands Unified,La Quinta High,509,62,12.2,    22.0,      38,     7.5,
33,67058,3330388,Riverside,Desert Sands Unified,Palm Desert High,410,47,11.5,    23.3,      35,     8.5,
33,67082,3330065,Riverside,Hemet Unified,Alessandro High,210,0,0,NA,NA,NA,
33,67082,0106716,Riverside,Hemet Unified,Hamilton High,62,2,3.2,NA,NA,NA,
33,67082,3330768,Riverside,Hemet Unified,Hemet Educational Learning Center,3,0,0,NA,NA,NA,
33,67082,3332673,Riverside,Hemet Unified,Hemet Senior High,456,18,3.9,    23.1,      14,     3.1,
33,67082,3330503,Riverside,Hemet Unified,Jackson (Helen Hunt) Alternative High,131,0,0,NA,NA,NA,
33,67082,3330537,Riverside,Hemet Unified,West Valley High,509,23,4.5,    21.4,      14,     2.8,
33,67090,3330412,Riverside,Jurupa Unified,Jurupa Valley High,608,15,2.5,    19.1,       4,     0.7,
33,67090,3334687,Riverside,Jurupa Unified,Nueva Vista Continuation High,169,0,0,NA,NA,NA,
33,67090,3337136,Riverside,Jurupa Unified,Rubidoux High,532,48,9,    19.4,      19,     3.6,
33,67090,3330784,Riverside,Jurupa Unified,Steps Community Day,13,0,0,NA,NA,NA,
33,75176,3332350,Riverside,Lake Elsinore Unified,Elsinore High,499,29,5.8,    18.2,       8,     1.6,
33,75176,3330792,Riverside,Lake Elsinore Unified,Gordon Kiefer Independent Study,50,0,0,NA,NA,NA,
33,75176,3330115,Riverside,Lake Elsinore Unified,Ortega High,157,0,0,NA,NA,NA,
33,75176,3330487,Riverside,Lake Elsinore Unified,Temescal Canyon High,574,80,13.9,    19.5,      30,     5.2,
33,75176,3330750,Riverside,Lake Elsinore Unified,Tri-Valley Community Day,12,0,0,NA,NA,NA,
33,67124,0105940,Riverside,Moreno Valley Unified,Arnold Heights,5,0,0,NA,NA,NA,
33,67124,3330800,Riverside,Moreno Valley Unified,Bayside Community Day,16,0,0,NA,NA,NA,
33,67124,3330396,Riverside,Moreno Valley Unified,Canyon Springs High,605,50,8.3,    20.1,      25,     4.1,
33,67124,3333762,Riverside,Moreno Valley Unified,March Mountain High,96,0,0,NA,NA,NA,
33,67124,3330958,Riverside,Moreno Valley Unified,March Valley,19,0,0,NA,NA,NA,
33,67124,3330685,Riverside,Moreno Valley Unified,Moreno Valley Community Learning Center,1,0,0,NA,NA,NA,
33,67124,3333770,Riverside,Moreno Valley Unified,Moreno Valley High,442,51,11.5,    15.8,       2,     0.5,
33,67124,3330438,Riverside,Moreno Valley Unified,Valley View High,510,37,7.3,    21.7,      21,     4.1,
33,67124,3331071,Riverside,Moreno Valley Unified,Vista del Lago High,409,22,5.4,    16.2,       3,     0.7,
33,75200,3330644,Riverside,Murrieta Valley Unified,Creekside High,85,1,1.2,NA,NA,NA,
33,75200,3330529,Riverside,Murrieta Valley Unified,Murrieta Valley High,1022,133,13,    22.3,      87,     8.5,
33,75200,0102079,Riverside,Murrieta Valley Unified,Tenaja Canyon Academy,41,0,0,NA,NA,NA,
33,67157,3331014,Riverside,Nuview Union Elementary,Nuview Bridge Academy,46,0,0,NA,NA,NA,
33,67173,3330578,Riverside,Palm Springs Unified,Cathedral City High,619,2,0.3,NA,NA,NA,
33,67173,3330818,Riverside,Palm Springs Unified,Desert Hot Springs High,349,19,5.4,    17.7,       3,     0.9,
33,67173,3331121,Riverside,Palm Springs Unified,Mt. San Jacinto High,141,0,0,NA,NA,NA,
33,67173,3335130,Riverside,Palm Springs Unified,Palm Springs High,419,22,5.3,    23.1,      15,     3.6,
33,67181,3335759,Riverside,Palo Verde Unified,Palo Verde High,177,10,5.6,NA,NA,NA,
33,67181,3331139,Riverside,Palo Verde Unified,Twin Palms Continuation,55,0,0,NA,NA,NA,
33,67207,3330693,Riverside,Perris Union High,Choice 2000 On-Line,59,0,0,NA,NA,NA,
33,67207,3330727,Riverside,Perris Union High,Paloma Valley High,487,45,9.2,    23.4,      34,     7.0,
33,67207,3335973,Riverside,Perris Union High,Perris High,518,31,6,    18.9,      10,     1.9,
33,67207,3330172,Riverside,Perris Union High,Perris Lake High (Continuation),246,0,0,NA,NA,NA,
33,67207,3330776,Riverside,Perris Union High,Perris Union High Community Day,54,0,0,NA,NA,NA,
33,10330,3330404,Riverside,Riverside County Office of Education,Riverside County Alternative/Opportunity,99,0,0,NA,NA,NA,
33,10330,3331055,Riverside,Riverside County Office of Education,Riverside County Community,133,0,0,NA,NA,NA,
33,10330,3330123,Riverside,Riverside County Office of Education,Riverside County Juvenile Court,79,0,0,NA,NA,NA,
33,10330,6069207,Riverside,Riverside County Office of Education,Riverside County Special Education,124,0,0,NA,NA,NA,
33,67215,3330024,Riverside,Riverside Unified,Arlington High,393,66,16.8,    18.7,      20,     5.1,
33,67215,0106526,Riverside,Riverside Unified,Gateway to College Early College High,2,0,0,NA,NA,NA,
33,67215,3330859,Riverside,Riverside Unified,King (Martin Luther Jr.) High,600,53,8.8,    20.8,      28,     4.7,
33,67215,3336955,Riverside,Riverside Unified,Lincoln (Abraham) Continuation,35,0,0,NA,NA,NA,
33,67215,3334406,Riverside,Riverside Unified,North (John W.) High,521,69,13.2,    20.1,      25,     4.8,
33,67215,3330511,Riverside,Riverside Unified,Opportunity Program,4,0,0,NA,NA,NA,
33,67215,3336237,Riverside,Riverside Unified,Polytechnic High,503,32,6.4,    19.4,      10,     2.0,
33,67215,3330677,Riverside,Riverside Unified,Raincross High (Continuation),14,0,0,NA,NA,NA,
33,67215,3336492,Riverside,Riverside Unified,Ramona High,361,35,9.7,    18.3,       7,     1.9,
33,67215,3330362,Riverside,Riverside Unified,Summit View (Independent Study),131,0,0,NA,NA,NA,
33,67249,3337649,Riverside,San Jacinto Unified,Mountain View High,109,0,0,NA,NA,NA,
33,67249,3337656,Riverside,San Jacinto Unified,San Jacinto High,295,26,8.8,    20.0,      11,     3.7,
33,67249,3331006,Riverside,San Jacinto Unified,San Jacinto Home Education,24,0,0,NA,NA,NA,
33,75192,3330743,Riverside,Temecula Valley Unified,Chaparral High,651,104,16,    22.2,      66,    10.1,
33,75192,3330636,Riverside,Temecula Valley Unified,Rancho Santa Rosa High,100,1,1,NA,NA,NA,
33,75192,3330495,Riverside,Temecula Valley Unified,Rancho Vista High (Cont),157,0,0,NA,NA,NA,
33,75192,3330917,Riverside,Temecula Valley Unified,Temecula Preparatory,20,1,5,NA,NA,NA,
33,75192,3330370,Riverside,Temecula Valley Unified,Temecula Valley High,760,50,6.6,    24.5,      41,     5.4,
33,75242,3330552,Riverside,Val Verde Unified,Rancho Verde High,577,37,6.4,    18.4,      12,     2.1,
33,75242,3330560,Riverside,Val Verde Unified,Val Verde High (Cont),58,0,0,NA,NA,NA,
34,73973,3430816,Sacramento,Center Joint Unified,Antelope View Charter,48,3,6.3,NA,NA,NA,
34,73973,3430378,Sacramento,Center Joint Unified,Center High,349,29,8.3,    21.1,      17,     4.9,
34,73973,3430451,Sacramento,Center Joint Unified,McClellan High (Continuation),19,0,0,NA,NA,NA,
34,67314,3430311,Sacramento,Elk Grove Unified,Calvine High,203,0,0,NA,NA,NA,
34,67314,3432002,Sacramento,Elk Grove Unified,Daylor (William) High (Continuation),148,0,0,NA,NA,NA,
34,67314,6112254,Sacramento,Elk Grove Unified,Elk Grove Charter,72,0,0,NA,NA,NA,
34,67314,3430725,Sacramento,Elk Grove Unified,Elk Grove Community Day,7,0,0,NA,NA,NA,
34,67314,3432572,Sacramento,Elk Grove Unified,Elk Grove High,619,127,20.5,    22.6,      83,    13.4,
34,67314,3430477,Sacramento,Elk Grove Unified,Florin High,496,57,11.5,    19.1,      22,     4.4,
34,67314,3430873,Sacramento,Elk Grove Unified,Franklin High,494,80,16.2,    22.3,      50,    10.1,
34,67314,3430592,Sacramento,Elk Grove Unified,Laguna Creek High,512,89,17.4,    20.5,      41,     8.0,
34,67314,3430352,Sacramento,Elk Grove Unified,Las Flores High (Alternative),236,0,0,NA,NA,NA,
34,67314,0105916,Sacramento,Elk Grove Unified,Monterey Trail High,8,0,0,NA,NA,NA,
34,67314,3430329,Sacramento,Elk Grove Unified,Rio Cazadero High (Continuation),240,0,0,NA,NA,NA,
34,67314,3430618,Sacramento,Elk Grove Unified,Sheldon High,680,127,18.7,    20.6,      63,     9.3,
34,67314,3430170,Sacramento,Elk Grove Unified,Valley High,428,77,18,    18.9,      26,     6.1,
34,67330,3431533,Sacramento,Folsom-Cordova Unified,Cordova High,387,35,9,    20.5,      15,     3.9,
34,67330,3433216,Sacramento,Folsom-Cordova Unified,Folsom High,557,75,13.5,    23.1,      59,    10.6,
34,67330,3430709,Sacramento,Folsom-Cordova Unified,Folsom Lake High,35,0,0,NA,NA,NA,
34,67330,3434792,Sacramento,Folsom-Cordova Unified,Kinney High (Continuation),46,0,0,NA,NA,NA,
34,67330,6033195,Sacramento,Folsom-Cordova Unified,Kitty Hawk,2,0,0,NA,NA,NA,
34,67330,3430667,Sacramento,Folsom-Cordova Unified,Mather Youth Academy (Commun. Day),5,0,0,NA,NA,NA,
34,67330,6033237,Sacramento,Folsom-Cordova Unified,Reymouth TMR,15,0,0,NA,NA,NA,
34,67330,6033211,Sacramento,Folsom-Cordova Unified,Shields (Peter J.) Elementary,1,0,0,NA,NA,NA,
34,67330,3430501,Sacramento,Folsom-Cordova Unified,Walnutwood High (Alternative),73,0,0,NA,NA,NA,
34,67355,3432903,Sacramento,Galt Joint Union High,Estrellita Continuation High,79,0,0,NA,NA,NA,
34,67355,3433471,Sacramento,Galt Joint Union High,Galt High,404,32,7.9,    21.0,      13,     3.2,
34,67363,3433265,Sacramento,Grant Joint Union High,Foothill High,265,36,13.6,    20.7,      17,     6.4,
34,67363,0101832,Sacramento,Grant Joint Union High,Futures High,9,0,0,NA,NA,NA,
34,67363,3433794,Sacramento,Grant Joint Union High,Grant Union High,399,70,17.5,    16.5,       6,     1.5,
34,67363,3434370,Sacramento,Grant Joint Union High,Highlands High,280,40,14.3,    18.5,      11,     3.9,
34,67363,3430634,Sacramento,Grant Joint Union High,Keema (Elwood J.) High,109,0,0,NA,NA,NA,
34,67363,3430261,Sacramento,Grant Joint Union High,Pacific High,31,1,3.2,NA,NA,NA,
34,67363,3436979,Sacramento,Grant Joint Union High,Rio Linda High,319,27,8.5,    21.1,      10,     3.1,
34,67363,3430881,Sacramento,Grant Joint Union High,Vista Nueva Career and Technology High,48,0,0,NA,NA,NA,
34,75283,3430626,Sacramento,Natomas Unified,Discovery High,14,0,0,NA,NA,NA,
34,75283,3430659,Sacramento,Natomas Unified,Natomas Charter #19,73,8,11,NA,NA,NA,
34,75283,3430584,Sacramento,Natomas Unified,Natomas High,411,44,10.7,    17.1,       6,     1.5,
34,75283,0102319,Sacramento,Natomas Unified,Sacramento Valley Technical High,18,0,0,NA,NA,NA,
34,67413,5731708,Sacramento,River Delta Joint Unified,Delta High,84,6,7.1,NA,NA,NA,
34,67413,3430550,Sacramento,River Delta Joint Unified,Mokelumne High (Continuation),7,0,0,NA,NA,NA,
34,67413,4835302,Sacramento,River Delta Joint Unified,Rio Vista High,84,7,8.3,NA,NA,NA,
34,67413,3430469,Sacramento,River Delta Joint Unified,River Delta High/Elementary (Alternative),16,0,0,NA,NA,NA,
34,67439,3430154,Sacramento,Sacramento City Unified,American Legion High (Continuation),30,0,0,NA,NA,NA,
34,67439,3431012,Sacramento,Sacramento City Unified,Burbank (Luther) High,497,44,8.9,    17.7,       9,     1.8,
34,67439,3430519,Sacramento,Sacramento City Unified,Capital City (Independent Study),147,0,0,NA,NA,NA,
34,67439,3430832,Sacramento,Sacramento City Unified,Community Day,9,0,0,NA,NA,NA,
34,67439,0101915,Sacramento,Sacramento City Unified,Genesis High,42,0,0,NA,NA,NA,
34,67439,3434636,Sacramento,Sacramento City Unified,Johnson (Hiram W.) High,488,63,12.9,    17.6,      11,     2.3,
34,67439,3434768,Sacramento,Sacramento City Unified,Kennedy (John F.) High,545,90,16.5,    21.4,      54,     9.9,
34,67439,3435419,Sacramento,Sacramento City Unified,McClatchy (C. K.) High,544,64,11.8,    24.0,      50,     9.2,
34,67439,0101972,Sacramento,Sacramento City Unified,Rosemont High,5,0,0,NA,NA,NA,
34,67439,0102038,Sacramento,Sacramento City Unified,Sacramento Charter High,344,0,0,NA,NA,NA,
34,67439,0101451,Sacramento,Sacramento City Unified,Sacramento High School,0,49,0,    17.7,      15,NA,
34,67439,0101550,Sacramento,Sacramento City Unified,Visual and Performing Arts Charter,9,0,0,NA,NA,NA,
34,67439,3430865,Sacramento,Sacramento City Unified,West Campus,165,23,13.9,    21.4,      12,     7.3,
34,10348,0106211,Sacramento,Sacramento County Office of Education,Carson Creek Jr./Sr. High,15,0,0,NA,NA,NA,
34,10348,0106294,Sacramento,Sacramento County Office of Education,County SH Special Education,67,0,0,NA,NA,NA,
34,10348,0106286,Sacramento,Sacramento County Office of Education,DRC/Morgan Jr./Sr. High,1,0,0,NA,NA,NA,
34,10348,0106278,Sacramento,Sacramento County Office of Education,El Centro Jr./Sr. High,34,0,0,NA,NA,NA,
34,10348,0106260,Sacramento,Sacramento County Office of Education,Esparanza Jr./Sr. High,1,0,0,NA,NA,NA,
34,10348,0106245,Sacramento,Sacramento County Office of Education,North Area Community,9,0,0,NA,NA,NA,
34,10348,0106773,Sacramento,Sacramento County Office of Education,Northern California Poly Technical Academy,5,0,0,NA,NA,NA,
34,10348,0106237,Sacramento,Sacramento County Office of Education,Palmiter Community,8,0,0,NA,NA,NA,
34,10348,0106229,Sacramento,Sacramento County Office of Education,Palmiter Special Education,15,0,0,NA,NA,NA,
34,10348,0106302,Sacramento,Sacramento County Office of Education,Sacramento County ED Special Education,2,0,0,NA,NA,NA,
34,67447,3430493,Sacramento,San Juan Unified,Bella Vista High,457,80,17.5,    24.7,      63,    13.8,
34,67447,3431111,Sacramento,San Juan Unified,Casa Roble Fundamental High,353,23,6.5,    22.5,      15,     4.2,
34,67447,3430758,Sacramento,San Juan Unified,Choices Charter,139,3,2.2,NA,NA,NA,
34,67447,3432051,Sacramento,San Juan Unified,Del Campo High,394,64,16.2,    22.2,      40,    10.2,
34,67447,3432317,Sacramento,San Juan Unified,El Camino Fundamental High,365,56,15.3,    22.6,      39,    10.7,
34,67447,3430386,Sacramento,San Juan Unified,El Sereno Alternative Education,186,0,0,NA,NA,NA,
34,67447,3432838,Sacramento,San Juan Unified,Encina High,160,24,15,    18.2,       5,     3.1,
34,67447,3430097,Sacramento,San Juan Unified,La Entrada Continuation High,64,0,0,NA,NA,NA,
34,67447,3430394,Sacramento,San Juan Unified,La Vista Center,11,0,0,NA,NA,NA,
34,67447,3430048,Sacramento,San Juan Unified,Mesa Verde High,274,4,1.5,NA,NA,NA,
34,67447,3435930,Sacramento,San Juan Unified,Mira Loma High,364,45,12.4,    26.8,      42,    11.5,
34,67447,3430691,Sacramento,San Juan Unified,Options for Youth-San Juan,105,0,0,NA,NA,NA,
34,67447,6034938,Sacramento,San Juan Unified,Richardson (Ralph) Center,20,0,0,NA,NA,NA,
34,67447,3436714,Sacramento,San Juan Unified,Rio Americano High,432,134,31,    24.9,     118,    27.3,
34,67447,6034664,Sacramento,San Juan Unified,Ruff (Laurel) Center,26,0,0,NA,NA,NA,
