"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21
27,66092,2732808,MONTEREY,MONTEREY PENINSULA UNIFIED,MONTEREY HIGH,367,35,9.5,24.1,29,7.9
27,66092,2735348,MONTEREY,MONTEREY PENINSULA UNIFIED,SEASIDE HIGH,254,6,2.4,NA,NA,NA
27,66134,2733657,MONTEREY,PACIFIC GROVE UNIFIED,PACIFIC GROVE HIGH,147,19,12.9,25.1,15,10.2
27,66159,2730109,MONTEREY,SALINAS UNION HIGH,ALISAL HIGH,263,24,9.1,15.7,1,0.4
27,66159,2730166,MONTEREY,SALINAS UNION HIGH,ALVAREZ (EVERETT) HIGH,244,21,8.6,16.3,2,0.8
27,66159,2733178,MONTEREY,SALINAS UNION HIGH,NORTH SALINAS HIGH,320,6,1.9,NA,NA,NA
27,66159,2734556,MONTEREY,SALINAS UNION HIGH,SALINAS HIGH,333,34,10.2,22.4,22,6.6
27,73825,2730034,MONTEREY,NORTH MONTEREY COUNTY UNIFIED,NORTH MONTEREY COUNTY HIGH,340,25,7.4,18.9,9,2.6
27,75150,2730133,MONTEREY,PACIFIC UNIFIED,PACIFIC VALLEY (K-12),3,0,0,0.0,0,0
27,75473,2730885,MONTEREY,GONZALES UNIFIED,GONZALES HIGH,225,1,0.4,NA,NA,NA
28,66241,2831758,NAPA,CALISTOGA JOINT UNIFIED,CALISTOGA JUNIOR-SENIOR HIGH,52,7,13.5,NA,NA,NA
28,66266,2830016,NAPA,NAPA VALLEY UNIFIED,VINTAGE HIGH,476,24,5,23.5,20,4.2
28,66266,2830115,NAPA,NAPA VALLEY UNIFIED,NEW TECHNOLOGY HIGH (ALT),98,5,5.1,NA,NA,NA
28,66266,2835601,NAPA,NAPA VALLEY UNIFIED,NAPA HIGH,475,11,2.3,24.5,7,1.5
28,66290,2837102,NAPA,ST. HELENA UNIFIED,ST. HELENA HIGH,119,23,19.3,22.5,16,13.4
29,66357,2930048,NEVADA,NEVADA JOINT UNION HIGH,BEAR RIVER HIGH,257,89,34.6,22.6,56,21.8
29,66357,2932507,NEVADA,NEVADA JOINT UNION HIGH,EMPIRE CONTINUATION HIGH,14,0,0,0.0,0,0
29,66357,2935500,NEVADA,NEVADA JOINT UNION HIGH,NEVADA UNION HIGH,549,128,23.3,24.1,107,19.5
30,66431,3030038,ORANGE,ANAHEIM UNION HIGH,CYPRESS HIGH,485,36,7.4,21.9,19,3.9
30,66431,3030228,ORANGE,ANAHEIM UNION HIGH,ANAHEIM HIGH,404,3,0.7,NA,NA,NA
30,66431,3032786,ORANGE,ANAHEIM UNION HIGH,GILBERT HIGH (CONT.),121,0,0,0.0,0,0
30,66431,3033057,ORANGE,ANAHEIM UNION HIGH,KATELLA HIGH,472,25,5.3,18.2,4,0.8
30,66431,3033115,ORANGE,ANAHEIM UNION HIGH,KENNEDY (JOHN F.) HIGH,423,11,2.6,23.8,8,1.9
30,66431,3033784,ORANGE,ANAHEIM UNION HIGH,LOARA HIGH,449,34,7.6,18.4,9,2
30,66431,3034204,ORANGE,ANAHEIM UNION HIGH,MAGNOLIA HIGH,372,14,3.8,20.4,7,1.9
30,66431,3036712,ORANGE,ANAHEIM UNION HIGH,SAVANNA HIGH,384,12,3.1,21.3,7,1.8
30,66431,3038239,ORANGE,ANAHEIM UNION HIGH,WESTERN HIGH,340,10,2.9,NA,NA,NA
30,66449,3030624,ORANGE,BREA-OLINDA UNIFIED,BREA CANYON HIGH (CONT.),36,0,0,0.0,0,0
30,66449,3030640,ORANGE,BREA-OLINDA UNIFIED,BREA-OLINDA HIGH,429,38,8.9,23.5,28,6.5
30,66464,3030210,ORANGE,CAPISTRANO UNIFIED,CAPISTRANO VALLEY HIGH,656,122,18.6,23.6,92,14
30,66464,3030574,ORANGE,CAPISTRANO UNIFIED,ALISO NIGUEL HIGH,572,90,15.7,23.7,72,12.6
30,66464,3036001,ORANGE,CAPISTRANO UNIFIED,SAN CLEMENTE HIGH,551,88,16,21.3,47,8.5
30,66464,3038569,ORANGE,CAPISTRANO UNIFIED,DANA HILLS HIGH,641,118,18.4,23.3,89,13.9
30,66514,3030855,ORANGE,FULLERTON JOINT UNION HIGH,BUENA PARK HIGH,318,17,5.3,17.8,5,1.6
30,66514,3032505,ORANGE,FULLERTON JOINT UNION HIGH,FULLERTON HIGH,290,30,10.3,23.5,21,7.2
30,66514,3033362,ORANGE,FULLERTON JOINT UNION HIGH,LA HABRA HIGH,366,51,13.9,21.2,30,8.2
30,66514,3037090,ORANGE,FULLERTON JOINT UNION HIGH,SONORA HIGH,384,68,17.7,22.7,48,12.5
30,66514,3037348,ORANGE,FULLERTON JOINT UNION HIGH,SUNNY HILLS HIGH,478,45,9.4,23.0,30,6.3
30,66514,3037496,ORANGE,FULLERTON JOINT UNION HIGH,TROY HIGH,458,39,8.5,24.0,27,5.9
30,66522,3030434,ORANGE,GARDEN GROVE UNIFIED,BOLSA GRANDE HIGH,344,2,0.6,NA,NA,NA
30,66522,3032752,ORANGE,GARDEN GROVE UNIFIED,GARDEN GROVE HIGH,418,4,1,NA,NA,NA
30,66522,3033578,ORANGE,GARDEN GROVE UNIFIED,LA QUINTA HIGH,324,8,2.5,NA,NA,NA
30,66522,3033933,ORANGE,GARDEN GROVE UNIFIED,LOS AMIGOS HIGH,376,11,2.9,21.5,7,1.9
30,66522,3035581,ORANGE,GARDEN GROVE UNIFIED,PACIFICA HIGH,389,18,4.6,22.1,9,2.3
30,66522,3035706,ORANGE,GARDEN GROVE UNIFIED,RANCHO ALAMITOS HIGH,288,5,1.7,NA,NA,NA
30,66522,3036555,ORANGE,GARDEN GROVE UNIFIED,SANTIAGO HIGH,382,0,0,0.0,0,0
30,66548,3030145,ORANGE,HUNTINGTON BEACH UNION HIGH,OCEAN VIEW HIGH,356,33,9.3,21.5,17,4.8
30,66548,3031895,ORANGE,HUNTINGTON BEACH UNION HIGH,EDISON HIGH,487,115,23.6,23.8,88,18.1
30,66548,3032158,ORANGE,HUNTINGTON BEACH UNION HIGH,FOUNTAIN VALLEY HIGH,701,137,19.5,23.5,99,14.1
30,66548,3032943,ORANGE,HUNTINGTON BEACH UNION HIGH,HUNTINGTON BEACH HIGH,563,74,13.1,22.5,53,9.4
30,66548,3034410,ORANGE,HUNTINGTON BEACH UNION HIGH,MARINA HIGH,529,114,21.6,22.5,78,14.7
30,66548,3038445,ORANGE,HUNTINGTON BEACH UNION HIGH,WESTMINSTER HIGH,563,50,8.9,22.4,31,5.5
30,66548,3038551,ORANGE,HUNTINGTON BEACH UNION HIGH,VALLEY VISTA HIGH (CONT.),98,0,0,0.0,0,0
30,66555,3033206,ORANGE,LAGUNA BEACH UNIFIED,LAGUNA BEACH HIGH,192,33,17.2,21.2,19,9.9
30,66597,3030673,ORANGE,NEWPORT-MESA UNIFIED,ORANGE COAST MIDDLE COLLEGE HI,49,1,2,NA,NA,NA
30,66597,3031697,ORANGE,NEWPORT-MESA UNIFIED,CORONA DEL MAR HIGH,251,59,23.5,23.7,43,17.1
30,66597,3031853,ORANGE,NEWPORT-MESA UNIFIED,COSTA MESA HIGH,253,7,2.8,NA,NA,NA
30,66597,3032000,ORANGE,NEWPORT-MESA UNIFIED,ESTANCIA HIGH,227,8,3.5,NA,NA,NA
30,66597,3035045,ORANGE,NEWPORT-MESA UNIFIED,NEWPORT HARBOR HIGH,459,70,15.3,23.6,50,10.9
30,66621,3030046,ORANGE,ORANGE UNIFIED,CANYON HIGH,389,25,6.4,21.6,14,3.6
30,66621,3031952,ORANGE,ORANGE UNIFIED,EL MODENA HIGH,322,26,8.1,23.7,21,6.5
30,66621,3035409,ORANGE,ORANGE UNIFIED,ORANGE HIGH,358,7,2,NA,NA,NA
30,66621,3035748,ORANGE,ORANGE UNIFIED,RICHLAND CONTINUATION HIGH,11,0,0,0.0,0,0
30,66621,3038098,ORANGE,ORANGE UNIFIED,VILLA PARK HIGH,427,25,5.9,22.5,18,4.2
30,66647,3030053,ORANGE,PLACENTIA-YORBA LINDA UNIFIED,ESPERANZA HIGH,669,39,5.8,24.3,33,4.9
30,66647,3031929,ORANGE,PLACENTIA-YORBA LINDA UNIFIED,EL DORADO HIGH,467,23,4.9,23.1,16,3.4
30,66647,3031945,ORANGE,PLACENTIA-YORBA LINDA UNIFIED,EL CAMINO REAL CONTINUATION HI,28,1,3.6,NA,NA,NA
30,66647,3038023,ORANGE,PLACENTIA-YORBA LINDA UNIFIED,VALENCIA HIGH,373,9,2.4,NA,NA,NA
30,66670,3030491,ORANGE,SANTA ANA UNIFIED,CENTURY HIGH,455,26,5.7,17.9,6,1.3
30,66670,3035821,ORANGE,SANTA ANA UNIFIED,SADDLEBACK HIGH,551,34,6.2,18.4,9,1.6
30,66670,3036357,ORANGE,SANTA ANA UNIFIED,SANTA ANA HIGH,547,57,10.4,18.1,14,2.6
30,66670,3036456,ORANGE,SANTA ANA UNIFIED,VALLEY HIGH,526,25,4.8,18.2,5,1
30,73635,3030061,ORANGE,SADDLEBACK VALLEY UNIFIED,EL TORO HIGH,591,95,16.1,24.4,75,12.7
30,73635,3030079,ORANGE,SADDLEBACK VALLEY UNIFIED,SILVERADO HIGH (CONT.),138,0,0,0.0,0,0
30,73635,3030244,ORANGE,SADDLEBACK VALLEY UNIFIED,LAGUNA HILLS HIGH,492,95,19.3,25.1,81,16.5
30,73635,3030392,ORANGE,SADDLEBACK VALLEY UNIFIED,TRABUCO HILLS HIGH,467,48,10.3,24.1,38,8.1
30,73635,3030509,ORANGE,SADDLEBACK VALLEY UNIFIED,MIRA MONTE HIGH (ALTERNATIVE),62,1,1.6,NA,NA,NA
30,73635,3034956,ORANGE,SADDLEBACK VALLEY UNIFIED,MISSION VIEJO HIGH,522,83,15.9,24.4,69,13.2
30,73643,3032109,ORANGE,TUSTIN UNIFIED,FOOTHILL HIGH,459,56,12.2,22.9,38,8.3
30,73643,3032919,ORANGE,TUSTIN UNIFIED,HILLVIEW HIGH (CONT.),76,0,0,0.0,0,0
30,73643,3037553,ORANGE,TUSTIN UNIFIED,TUSTIN HIGH,403,54,13.4,19.9,21,5.2
30,73650,3030152,ORANGE,IRVINE UNIFIED,IRVINE HIGH,631,36,5.7,24.3,31,4.9
30,73650,3030285,ORANGE,IRVINE UNIFIED,WOODBRIDGE HIGH,500,111,22.2,22.4,73,14.6
30,73650,3030467,ORANGE,IRVINE UNIFIED,SAN JOAQUIN HIGH (ALT.),74,0,0,0.0,0,0
30,73650,3035102,ORANGE,IRVINE UNIFIED,UNIVERSITY HIGH,565,57,10.1,25.3,48,8.5
30,73924,3033917,ORANGE,LOS ALAMITOS UNIFIED,LOS ALAMITOS HIGH,627,95,15.2,23.4,71,11.3
31,66894,3130135,PLACER,PLACER UNION HIGH,MAIDU HIGH (ALT),120,0,0,0.0,0,0
31,66894,3131851,PLACER,PLACER UNION HIGH,COLFAX HIGH,222,44,19.8,23.0,33,14.9
31,66894,3132453,PLACER,PLACER UNION HIGH,DEL ORO HIGH,324,34,10.5,23.1,24,7.4
31,66894,3135704,PLACER,PLACER UNION HIGH,PLACER HIGH,344,47,13.7,23.7,39,11.3
31,66928,3130119,PLACER,ROSEVILLE JOINT UNION HIGH,INDEPENDENCE HIGH (ALTER.),134,1,0.7,NA,NA,NA
31,66928,3130176,PLACER,ROSEVILLE JOINT UNION HIGH,WOODCREEK HIGH,417,41,9.8,21.8,27,6.5
31,66928,3130184,PLACER,ROSEVILLE JOINT UNION HIGH,GRANITE BAY HIGH,426,67,15.7,24.0,54,12.7
31,66928,3135308,PLACER,ROSEVILLE JOINT UNION HIGH,OAKMONT HIGH,246,28,11.4,22.9,18,7.3
31,66928,3136504,PLACER,ROSEVILLE JOINT UNION HIGH,ROSEVILLE HIGH,218,10,4.6,NA,NA,NA
31,66944,3130010,PLACER,TAHOE-TRUCKEE JOINT UNIFIED,NORTH TAHOE HIGH,102,24,23.5,23.9,17,16.7
31,66944,3138500,PLACER,TAHOE-TRUCKEE JOINT UNIFIED,TAHOE TRUCKEE HIGH,192,69,35.9,22.0,43,22.4
31,66951,3130168,PLACER,WESTERN PLACER UNIFIED,HORIZON INSTRUCTIONAL SYSTEMS,294,2,0.7,NA,NA,NA
31,66951,3134657,PLACER,WESTERN PLACER UNIFIED,LINCOLN HIGH (CHAR),190,13,6.8,22.2,7,3.7
31,75085,3130150,PLACER,ROCKLIN UNIFIED,ROCKLIN HIGH,344,27,7.8,22.0,14,4.1
32,66969,3230034,PLUMAS,PLUMAS UNIFIED,ALMANOR HIGH (CONT.),12,0,0,0.0,0,0
32,66969,3232006,PLUMAS,PLUMAS UNIFIED,CHESTER JUNIOR-SENIOR HIGH,41,6,14.6,NA,NA,NA
32,66969,3233509,PLUMAS,PLUMAS UNIFIED,GREENVILLE JUNIOR-SENIOR HIGH,25,5,20,NA,NA,NA
32,66969,3235603,PLUMAS,PLUMAS UNIFIED,PORTOLA HIGH,61,6,9.8,NA,NA,NA
32,66969,3236007,PLUMAS,PLUMAS UNIFIED,QUINCY JUNIOR-SENIOR HIGH,85,0,0,0.0,0,0
33,66977,3330008,RIVERSIDE,ALVORD UNIFIED,LA SIERRA HIGH,442,72,16.3,19.4,23,5.2
33,66977,3334299,RIVERSIDE,ALVORD UNIFIED,NORTE VISTA HIGH,428,4,0.9,NA,NA,NA
33,66985,3330214,RIVERSIDE,BANNING UNIFIED,BANNING HIGH,254,11,4.3,18.8,3,1.2
33,66993,3330479,RIVERSIDE,BEAUMONT UNIFIED,BEAUMONT SENIOR HIGH,194,5,2.6,NA,NA,NA
33,67033,3330131,RIVERSIDE,CORONA-NORCO UNIFIED,CORONA-NORCO ALTERNATIVE,52,0,0,0.0,0,0
33,67033,3330446,RIVERSIDE,CORONA-NORCO UNIFIED,CENTENNIAL HIGH,405,53,13.1,19.2,16,4
33,67033,3330701,RIVERSIDE,CORONA-NORCO UNIFIED,SANTIAGO HIGH,441,38,8.6,19.7,17,3.9
33,67033,3331600,RIVERSIDE,CORONA-NORCO UNIFIED,CORONA SENIOR HIGH,448,13,2.9,21.5,8,1.8
33,67033,3334232,RIVERSIDE,CORONA-NORCO UNIFIED,NORCO HIGH,447,22,4.9,21.0,11,2.5
33,67058,3330388,RIVERSIDE,DESERT SANDS UNIFIED,PALM DESERT HIGH,372,27,7.3,22.4,19,5.1
33,67058,3330669,RIVERSIDE,DESERT SANDS UNIFIED,LA QUINTA HIGH,432,28,6.5,20.5,16,3.7
33,67058,3333192,RIVERSIDE,DESERT SANDS UNIFIED,INDIO HIGH,458,62,13.5,16.7,10,2.2
33,67082,3330453,RIVERSIDE,HEMET UNIFIED,HAMILTON K-12,46,1,2.2,NA,NA,NA
33,67082,3330537,RIVERSIDE,HEMET UNIFIED,WEST VALLEY HIGH,351,5,1.4,NA,NA,NA
33,67082,3332673,RIVERSIDE,HEMET UNIFIED,HEMET SENIOR HIGH,411,18,4.4,22.1,10,2.4
33,67090,3330412,RIVERSIDE,JURUPA UNIFIED,JURUPA VALLEY HIGH,539,28,5.2,21.1,17,3.2
33,67090,3337136,RIVERSIDE,JURUPA UNIFIED,RUBIDOUX HIGH,420,50,11.9,18.1,10,2.4
33,67124,3330396,RIVERSIDE,MORENO VALLEY UNIFIED,CANYON SPRINGS HIGH,567,49,8.6,22.3,34,6
33,67124,3330438,RIVERSIDE,MORENO VALLEY UNIFIED,VALLEY VIEW HIGH,567,53,9.3,19.5,19,3.4
33,67124,3333762,RIVERSIDE,MORENO VALLEY UNIFIED,MARCH MOUNTAIN HIGH (CONT),103,1,1,NA,NA,NA
33,67124,3333770,RIVERSIDE,MORENO VALLEY UNIFIED,MORENO VALLEY HIGH,467,19,4.1,19.1,6,1.3
33,67173,3330578,RIVERSIDE,PALM SPRINGS UNIFIED,CATHEDRAL CITY HIGH,379,4,1.1,NA,NA,NA
33,67173,3331121,RIVERSIDE,PALM SPRINGS UNIFIED,MOUNT SAN JACINTO HIGH (CONT.),66,0,0,0.0,0,0
33,67173,3335130,RIVERSIDE,PALM SPRINGS UNIFIED,PALM SPRINGS HIGH,492,32,6.5,22.4,24,4.9
33,67181,3335759,RIVERSIDE,PALO VERDE UNIFIED,PALO VERDE HIGH,187,10,5.3,NA,NA,NA
33,67207,3330727,RIVERSIDE,PERRIS UNION HIGH,PALOMA VALLEY HIGH,419,29,6.9,21.2,15,3.6
33,67207,3335973,RIVERSIDE,PERRIS UNION HIGH,PERRIS HIGH,388,13,3.4,19.0,4,1
33,67215,3330024,RIVERSIDE,RIVERSIDE UNIFIED,ARLINGTON HIGH,500,80,16,20.4,39,7.8
33,67215,3330362,RIVERSIDE,RIVERSIDE UNIFIED,RIVERSIDE UNIFIED INDEPENDENT,95,0,0,0.0,0,0
33,67215,3334406,RIVERSIDE,RIVERSIDE UNIFIED,NORTH (JOHN W.) HIGH,487,71,14.6,19.1,25,5.1
33,67215,3336237,RIVERSIDE,RIVERSIDE UNIFIED,POLYTECHNIC HIGH,471,88,18.7,21.0,43,9.1
33,67215,3336492,RIVERSIDE,RIVERSIDE UNIFIED,RAMONA HIGH,418,41,9.8,19.4,14,3.3
33,67215,3336955,RIVERSIDE,RIVERSIDE UNIFIED,LINCOLN (ABRAHAM) CONTINUATION,25,0,0,0.0,0,0
33,67249,3337656,RIVERSIDE,SAN JACINTO UNIFIED,SAN JACINTO SENIOR HIGH,224,7,3.1,NA,NA,NA
33,73676,3330354,RIVERSIDE,COACHELLA VALLEY UNIFIED,WEST SHORES HIGH,19,0,0,0.0,0,0
33,73676,3330990,RIVERSIDE,COACHELLA VALLEY UNIFIED,COACHELLA VALLEY HIGH,525,113,21.5,15.2,6,1.1
33,75176,3330487,RIVERSIDE,LAKE ELSINORE UNIFIED,TEMESCAL CANYON HIGH,405,58,14.3,21.1,36,8.9
33,75176,3332350,RIVERSIDE,LAKE ELSINORE UNIFIED,ELSINORE HIGH,426,38,8.9,20.6,16,3.8
33,75192,3330370,RIVERSIDE,TEMECULA VALLEY UNIFIED,TEMECULA VALLEY HIGH,595,35,5.9,22.8,25,4.2
33,75192,3330743,RIVERSIDE,TEMECULA VALLEY UNIFIED,CHAPARRAL HIGH,415,47,11.3,22.9,31,7.5
33,75200,3330529,RIVERSIDE,MURRIETA VALLEY UNIFIED,MURRIETA VALLEY HIGH,545,39,7.2,23.3,29,5.3
33,75242,3330552,RIVERSIDE,VAL VERDE UNIFIED,RANCHO VERDE HIGH,418,16,3.8,16.9,2,0.5
34,67314,3430170,SACRAMENTO,ELK GROVE UNIFIED,VALLEY HIGH,544,95,17.5,18.5,32,5.9
34,67314,3430329,SACRAMENTO,ELK GROVE UNIFIED,RIO CAZADERO HIGH (CONT.),206,1,0.5,NA,NA,NA
34,67314,3430352,SACRAMENTO,ELK GROVE UNIFIED,LOS FLORES HIGH (ALTER.),235,0,0,0.0,0,0
34,67314,3430477,SACRAMENTO,ELK GROVE UNIFIED,FLORIN HIGH,442,105,23.8,19.1,35,7.9
34,67314,3430592,SACRAMENTO,ELK GROVE UNIFIED,LAGUNA CREEK HIGH,567,110,19.4,21.5,62,10.9
34,67314,3430618,SACRAMENTO,ELK GROVE UNIFIED,SHELDON HIGH,412,67,16.3,22.0,41,10
34,67314,3432572,SACRAMENTO,ELK GROVE UNIFIED,ELK GROVE HIGH,468,39,8.3,22.1,28,6
34,67330,3431533,SACRAMENTO,FOLSOM-CORDOVA UNIFIED,CORDOVA HIGH,379,20,5.3,19.8,8,2.1
34,67330,3433216,SACRAMENTO,FOLSOM-CORDOVA UNIFIED,FOLSOM HIGH,435,78,17.9,22.0,50,11.5
34,67355,3433471,SACRAMENTO,GALT JOINT UNION HIGH,GALT HIGH,340,24,7.1,20.4,11,3.2
34,67363,3430634,SACRAMENTO,GRANT JOINT UNION HIGH,KEEMA (ELWOOD J.) HIGH (ALT.),136,0,0,0.0,0,0
34,67363,3433265,SACRAMENTO,GRANT JOINT UNION HIGH,FOOTHILL HIGH,319,37,11.6,21.2,18,5.6
34,67363,3433794,SACRAMENTO,GRANT JOINT UNION HIGH,GRANT UNION HIGH,380,56,14.7,15.9,9,2.4
34,67363,3434370,SACRAMENTO,GRANT JOINT UNION HIGH,HIGHLANDS HIGH,268,20,7.5,21.3,12,4.5
34,67363,3436979,SACRAMENTO,GRANT JOINT UNION HIGH,RIO LINDA HIGH,366,15,4.1,22.6,9,2.5
34,67413,4835302,SACRAMENTO,RIVER DELTA JOINT UNIFIED,RIO VISTA HIGH,76,7,9.2,NA,NA,NA
34,67413,5731708,SACRAMENTO,RIVER DELTA JOINT UNIFIED,DELTA HIGH,70,5,7.1,NA,NA,NA
34,67439,3431012,SACRAMENTO,SACRAMENTO CITY UNIFIED,BURBANK (LUTHER) HIGH,323,80,24.8,16.8,15,4.6
34,67439,3434636,SACRAMENTO,SACRAMENTO CITY UNIFIED,JOHNSON (HIRAM W.) HIGH,558,75,13.4,19.0,22,3.9
34,67439,3434768,SACRAMENTO,SACRAMENTO CITY UNIFIED,KENNEDY (JOHN F.) HIGH,533,123,23.1,22.9,88,16.5
34,67439,3434826,SACRAMENTO,SACRAMENTO CITY UNIFIED,MARSHALL (THURGOOD) (ALT),27,0,0,0.0,0,0
34,67439,3435419,SACRAMENTO,SACRAMENTO CITY UNIFIED,MCCLATCHY (C.K.) HIGH,453,45,9.9,23.9,29,6.4
34,67439,3437555,SACRAMENTO,SACRAMENTO CITY UNIFIED,SACRAMENTO HIGH,372,35,9.4,21.9,22,5.9
34,67447,3430048,SACRAMENTO,SAN JUAN UNIFIED,MESA VERDE HIGH,231,9,3.9,NA,NA,NA
34,67447,3430386,SACRAMENTO,SAN JUAN UNIFIED,EL SERENO ALTERNATIVE EDUC. (A,221,0,0,0.0,0,0
34,67447,3430394,SACRAMENTO,SAN JUAN UNIFIED,LA VISTA CENTER,18,0,0,0.0,0,0
34,67447,3430402,SACRAMENTO,SAN JUAN UNIFIED,SIERRA NUEVA HIGH (CONT.),37,0,0,0.0,0,0
34,67447,3430493,SACRAMENTO,SAN JUAN UNIFIED,BELLA VISTA HIGH,415,52,12.5,23.9,39,9.4
34,67447,3431111,SACRAMENTO,SAN JUAN UNIFIED,CASA ROBLE FUNDAMENTAL HIGH,439,44,10,21.4,24,5.5
34,67447,3432051,SACRAMENTO,SAN JUAN UNIFIED,DEL CAMPO HIGH,424,32,7.5,22.8,21,5
34,67447,3432317,SACRAMENTO,SAN JUAN UNIFIED,EL CAMINO FUNDAMENTAL HIGH,428,57,13.3,22.6,39,9.1
34,67447,3432838,SACRAMENTO,SAN JUAN UNIFIED,ENCINA HIGH,167,0,0,0.0,0,0
34,67447,3435930,SACRAMENTO,SAN JUAN UNIFIED,MIRA LOMA HIGH,308,29,9.4,26.3,25,8.1
34,67447,3436714,SACRAMENTO,SAN JUAN UNIFIED,RIO AMERICANO HIGH,447,75,16.8,25.0,64,14.3
34,67447,3438504,SACRAMENTO,SAN JUAN UNIFIED,SAN JUAN HIGH,242,15,6.2,21.5,9,3.7
34,73973,3430378,SACRAMENTO,CENTER JOINT UNIFIED,CENTER HIGH,278,19,6.8,20.6,8,2.9
34,73973,3430451,SACRAMENTO,CENTER JOINT UNIFIED,MCCLELLAN HIGH (CONT.),8,0,0,0.0,0,0
34,75283,3430584,SACRAMENTO,NATOMAS UNIFIED,NATOMAS HIGH,286,24,8.4,18.1,5,1.7
35,67538,3537008,SAN BENITO,SAN BENITO HIGH,SAN BENITO HIGH,493,55,11.2,22.4,33,6.7
35,75259,3530060,SAN BENITO,AROMAS/SAN JUAN UNIFIED,ANZAR HIGH,39,3,7.7,NA,NA,NA
36,67611,3630803,SAN BERNARDINO,BARSTOW UNIFIED,BARSTOW HIGH,272,31,11.4,20.6,15,5.5
36,67637,3631066,SAN BERNARDINO,BEAR VALLEY UNIFIED,BIG BEAR HIGH,197,7,3.6,NA,NA,NA
36,67652,3630225,SAN BERNARDINO,CHAFFEY JOINT UNION HIGH,ALTA LOMA HIGH,653,21,3.2,23.7,17,2.6
36,67652,3630373,SAN BERNARDINO,CHAFFEY JOINT UNION HIGH,ETIWANDA HIGH,685,51,7.4,20.7,24,3.5
36,67652,3630571,SAN BERNARDINO,CHAFFEY JOINT UNION HIGH,RANCHO CUCAMONGA HIGH,638,34,5.3,20.3,14,2.2
36,67652,3632205,SAN BERNARDINO,CHAFFEY JOINT UNION HIGH,CHAFFEY HIGH,692,6,0.9,NA,NA,NA
36,67652,3633906,SAN BERNARDINO,CHAFFEY JOINT UNION HIGH,MONTCLAIR HIGH,533,19,3.6,19.3,7,1.3
36,67652,3634482,SAN BERNARDINO,CHAFFEY JOINT UNION HIGH,ONTARIO HIGH,623,24,3.9,21.7,12,1.9
36,67652,3637659,SAN BERNARDINO,CHAFFEY JOINT UNION HIGH,VALLEY VIEW HIGH (CONT.),522,0,0,0.0,0,0
36,67678,3630035,SAN BERNARDINO,CHINO VALLEY UNIFIED,DON ANTONIO LUGO HIGH,550,30,5.5,20.6,16,2.9
36,67678,3630522,SAN BERNARDINO,CHINO VALLEY UNIFIED,AYALA (RUBEN S.) HIGH,893,52,5.8,23.2,34,3.8
36,67678,3631587,SAN BERNARDINO,CHINO VALLEY UNIFIED,BOYS REPUBLIC HIGH,52,0,0,0.0,0,0
36,67678,3631769,SAN BERNARDINO,CHINO VALLEY UNIFIED,BUENA VISTA CONTINUATION HIGH,186,0,0,0.0,0,0
36,67678,3632502,SAN BERNARDINO,CHINO VALLEY UNIFIED,CHINO SENIOR HIGH,609,35,5.7,21.1,20,3.3
36,67686,3631322,SAN BERNARDINO,COLTON JOINT UNIFIED,BLOOMINGTON HIGH,346,17,4.9,18.6,5,1.4
36,67686,3632742,SAN BERNARDINO,COLTON JOINT UNIFIED,COLTON HIGH,538,60,11.2,18.4,16,3
36,67710,3630555,SAN BERNARDINO,FONTANA UNIFIED,FONTANA MILLER (A.B.) HIGH,743,17,2.3,20.7,10,1.3
36,67710,3633302,SAN BERNARDINO,FONTANA UNIFIED,FONTANA HIGH,923,10,1.1,NA,NA,NA
36,67777,3636743,SAN BERNARDINO,MORONGO UNIFIED,TWENTYNINE PALMS HIGH,179,12,6.7,21.3,7,3.9
36,67777,3638616,SAN BERNARDINO,MORONGO UNIFIED,YUCCA VALLEY HIGH,254,38,15,22.8,24,9.4
36,67801,3634169,SAN BERNARDINO,NEEDLES UNIFIED,NEEDLES SENIOR HIGH,47,3,6.4,NA,NA,NA
36,67843,3630779,SAN BERNARDINO,REDLANDS UNIFIED,REDLANDS EAST VALLEY HIGH,638,59,9.2,24.0,48,7.5
36,67843,3634995,SAN BERNARDINO,REDLANDS UNIFIED,ORANGEWOOD HIGH (CONT.),192,0,0,0.0,0,0
36,67843,3635042,SAN BERNARDINO,REDLANDS UNIFIED,REDLANDS SENIOR HIGH,560,98,17.5,23.9,74,13.2
36,67850,3630597,SAN BERNARDINO,RIALTO UNIFIED,RIALTO HIGH,643,37,5.8,19.5,14,2.2
36,67850,3633005,SAN BERNARDINO,RIALTO UNIFIED,EISENHOWER SENIOR HIGH,608,33,5.4,18.2,10,1.6
36,67868,3635265,SAN BERNARDINO,RIM OF THE WORLD UNIFIED,RIM OF THE WORLD HIGH,404,49,12.1,23.0,37,9.2
36,67876,3630308,SAN BERNARDINO,SAN BERNARDINO CITY UNIFIED,SAN ANDREAS HIGH (CONT.),76,0,0,0.0,0,0
36,67876,3632221,SAN BERNARDINO,SAN BERNARDINO CITY UNIFIED,CAJON HIGH,464,24,5.2,20.1,10,2.2
36,67876,3634680,SAN BERNARDINO,SAN BERNARDINO CITY UNIFIED,PACIFIC HIGH,475,26,5.5,19.5,11,2.3
