"County
Number","District
Number","School
Number",County Name,District Name,School Name,Enrollment,"Number
tested","Percent
tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
19,64261,1930288,LOS ANGELES,ARCADIA UNIFIED,ARCADIA HIGH,859,642,74.74,545,NA,630,NA,1175,NA,NA,511,59.49
19,64261,1995299,LOS ANGELES,ARCADIA UNIFIED,RANCHO LEARNING CENTER (ALTER.),29,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64279,1930528,LOS ANGELES,AZUSA UNIFIED,AZUSA HIGH,263,76,28.9,438,NA,473,NA,911,NA,NA,27,10.27
19,64279,1931765,LOS ANGELES,AZUSA UNIFIED,SIERRA HIGH (CONT.),17,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64279,1933449,LOS ANGELES,AZUSA UNIFIED,GLADSTONE HIGH,257,63,24.51,422,NA,433,NA,855,NA,NA,11,4.28
19,64287,1930601,LOS ANGELES,BALDWIN PARK UNIFIED,BALDWIN PARK HIGH,439,113,25.74,423,NA,464,NA,887,NA,NA,27,6.15
19,64287,1936384,LOS ANGELES,BALDWIN PARK UNIFIED,NORTH PARK CONTINUATION HIGH,29,1,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64287,1938166,LOS ANGELES,BALDWIN PARK UNIFIED,SIERRA VISTA HIGH,386,123,31.87,439,NA,474,NA,913,NA,NA,41,10.62
19,64287,1995331,LOS ANGELES,BALDWIN PARK UNIFIED,BALDWIN PARK ALTERNATIVE,10,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64287,1996479,LOS ANGELES,BALDWIN PARK UNIFIED,OPPORTUNITIES FOR LEARNING (BALDWIN,7,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64295,1930700,LOS ANGELES,BASSETT UNIFIED,BASSETT SENIOR HIGH,324,67,20.68,405,NA,425,NA,830,NA,NA,14,4.32
19,64295,1936491,LOS ANGELES,BASSETT UNIFIED,NUEVA VISTA CONTINUATION HIGH,51,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64303,1930775,LOS ANGELES,BELLFLOWER UNIFIED,BELLFLOWER HIGH,399,139,34.84,429,NA,460,NA,889,NA,NA,39,9.77
19,64303,1935618,LOS ANGELES,BELLFLOWER UNIFIED,MAYFAIR HIGH,377,149,39.52,479,NA,501,NA,980,NA,NA,72,19.1
19,64303,1938190,LOS ANGELES,BELLFLOWER UNIFIED,SOMERSET CONTINUATION HIGH,48,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64303,1995679,LOS ANGELES,BELLFLOWER UNIFIED,BELLFLOWER ALTERNATIVE EDUCATION CE,1,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64311,1930981,LOS ANGELES,BEVERLY HILLS UNIFIED,BEVERLY HILLS HIGH,475,352,74.11,549,NA,597,NA,1146,NA,NA,276,58.11
19,64311,1931021,LOS ANGELES,BEVERLY HILLS UNIFIED,MORENO HIGH (CONT.),1,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64329,1931088,LOS ANGELES,BONITA UNIFIED,BONITA HIGH,378,164,43.39,501,NA,518,NA,1019,NA,NA,90,23.81
19,64329,1937598,LOS ANGELES,BONITA UNIFIED,CHAPARRAL HIGH (CONT.),68,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64329,1937739,LOS ANGELES,BONITA UNIFIED,SAN DIMAS HIGH,305,144,47.21,503,NA,519,NA,1022,NA,NA,82,26.89
19,64329,1995893,LOS ANGELES,BONITA UNIFIED,VISTA (ALTERNATIVE),43,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64337,1931187,LOS ANGELES,BURBANK UNIFIED,BURBANK HIGH,473,198,41.86,499,NA,538,NA,1037,NA,NA,110,23.26
19,64337,1931237,LOS ANGELES,BURBANK UNIFIED,BURROUGHS HIGH,427,199,46.6,511,NA,512,NA,1023,NA,NA,112,26.23
19,64337,1933332,LOS ANGELES,BURBANK UNIFIED,MONTEREY HIGH (CONT.),34,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64337,1995877,LOS ANGELES,BURBANK UNIFIED,MAGNOLIA PARK (SPECIAL ED),7,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64337,1996099,LOS ANGELES,BURBANK UNIFIED,OPTIONS FOR YOUTH-BURBANK CHARTER,124,3,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64337,1996230,LOS ANGELES,BURBANK UNIFIED,BURBANK USD COMMUNITY DAY,9,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64352,1930239,LOS ANGELES,CENTINELA VALLEY UNION HIGH,LLOYDE (R. K.) HIGH (CONT.),22,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64352,1933951,LOS ANGELES,CENTINELA VALLEY UNION HIGH,HAWTHORNE HIGH,637,184,28.89,415,NA,426,NA,841,NA,NA,32,5.02
19,64352,1934926,LOS ANGELES,CENTINELA VALLEY UNION HIGH,LAWNDALE HIGH,285,81,28.42,425,NA,425,NA,850,NA,NA,16,5.61
19,64352,1935048,LOS ANGELES,CENTINELA VALLEY UNION HIGH,LEUZINGER HIGH,488,125,25.61,385,NA,434,NA,819,NA,NA,12,2.46
19,64378,1930312,LOS ANGELES,CHARTER OAK UNIFIED,ARROW HIGH (CONT.),61,1,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64378,1931666,LOS ANGELES,CHARTER OAK UNIFIED,CHARTER OAK HIGH,407,181,44.47,473,NA,501,NA,974,NA,NA,82,20.15
19,64378,1995885,LOS ANGELES,CHARTER OAK UNIFIED,OAK KNOLL ALTERNATIVE,46,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64378,1995927,LOS ANGELES,CHARTER OAK UNIFIED,BRIDGES COMMUNITY DAY,3,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64394,1931807,LOS ANGELES,CLAREMONT UNIFIED,SAN ANTONIO HIGH (CONT.),33,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64394,1931823,LOS ANGELES,CLAREMONT UNIFIED,CLAREMONT HIGH,551,377,68.42,528,NA,562,NA,1090,NA,NA,254,46.1
19,64436,1931617,LOS ANGELES,COVINA-VALLEY UNIFIED,FAIR VALLEY HIGH (CONT.),93,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64436,1932086,LOS ANGELES,COVINA-VALLEY UNIFIED,COVINA HIGH,318,127,39.94,477,NA,497,NA,974,NA,NA,57,17.92
19,64436,1936418,LOS ANGELES,COVINA-VALLEY UNIFIED,NORTHVIEW HIGH,277,87,31.41,468,NA,482,NA,950,NA,NA,34,12.27
19,64436,1938372,LOS ANGELES,COVINA-VALLEY UNIFIED,SOUTH HILLS HIGH,358,203,56.7,475,NA,502,NA,977,NA,NA,94,26.26
19,64436,1995562,LOS ANGELES,COVINA-VALLEY UNIFIED,RANGER HIGH (ALTER.),46,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64444,1930031,LOS ANGELES,CULVER CITY UNIFIED,CULVER CITY INDEPENDENT STUDY,22,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64444,1932201,LOS ANGELES,CULVER CITY UNIFIED,CULVER CITY SENIOR HIGH,352,161,45.74,490,NA,514,NA,1004,NA,NA,86,24.43
19,64444,1932656,LOS ANGELES,CULVER CITY UNIFIED,CULVER PARK CONTINUATION HIGH,18,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64451,1931625,LOS ANGELES,DOWNEY UNIFIED,COLUMBUS CONTINUATION,54,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64451,1932441,LOS ANGELES,DOWNEY UNIFIED,DOWNEY HIGH,685,203,29.64,479,NA,491,NA,970,NA,NA,73,10.66
19,64451,1937119,LOS ANGELES,DOWNEY UNIFIED,RANCHO LOS AMIGOS HOSPITAL,2,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64451,1939164,LOS ANGELES,DOWNEY UNIFIED,WARREN HIGH,616,233,37.82,474,NA,505,NA,979,NA,NA,112,18.18
19,64469,1932482,LOS ANGELES,DUARTE UNIFIED,DUARTE HIGH,226,74,32.74,447,NA,441,NA,888,NA,NA,21,9.29
19,64469,1936079,LOS ANGELES,DUARTE UNIFIED,MT. OLIVE ALTERNATIVE EDUCATION,49,1,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64519,1930320,LOS ANGELES,EL MONTE UNION HIGH,ARROYO HIGH,326,142,43.56,446,NA,496,NA,942,NA,NA,43,13.19
19,64519,1932664,LOS ANGELES,EL MONTE UNION HIGH,EL MONTE HIGH,235,85,36.17,433,NA,463,NA,896,NA,NA,22,9.36
19,64519,1932680,LOS ANGELES,EL MONTE UNION HIGH,MOUNTAIN VIEW HIGH,231,76,32.9,426,NA,469,NA,895,NA,NA,21,9.09
19,64519,1937481,LOS ANGELES,EL MONTE UNION HIGH,ROSEMEAD HIGH,323,156,48.3,441,NA,520,NA,961,NA,NA,73,22.6
19,64519,1938919,LOS ANGELES,EL MONTE UNION HIGH,VALLE LINDO CONTINUATION HIGH,13,2,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64519,1995661,LOS ANGELES,EL MONTE UNION HIGH,SOUTH EL MONTE HIGH,180,50,27.78,450,NA,498,NA,948,NA,NA,21,11.67
19,64527,1932698,LOS ANGELES,EL RANCHO UNIFIED,SALAZAR (RUBEN) CONTINUATION,13,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64527,1932706,LOS ANGELES,EL RANCHO UNIFIED,EL RANCHO HIGH,644,252,39.13,396,NA,432,NA,828,NA,NA,39,6.06
19,64535,1930353,LOS ANGELES,EL SEGUNDO UNIFIED,ARENA HIGH (CONT.),24,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64535,1932763,LOS ANGELES,EL SEGUNDO UNIFIED,EL SEGUNDO HIGH,238,134,56.3,513,NA,527,NA,1040,NA,NA,73,30.67
19,64568,1932144,LOS ANGELES,GLENDALE UNIFIED,CRESCENTA VALLEY SENIOR HIGH,559,328,58.68,523,NA,580,NA,1103,NA,NA,225,40.25
19,64568,1933472,LOS ANGELES,GLENDALE UNIFIED,DAILY (ALLAN F.) HIGH (CONT.),225,1,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64568,1933530,LOS ANGELES,GLENDALE UNIFIED,GLENDALE SENIOR HIGH,796,216,27.14,475,NA,524,NA,999,NA,NA,104,13.07
19,64568,1934082,LOS ANGELES,GLENDALE UNIFIED,HOOVER (HERBERT) SENIOR HIGH,632,302,47.78,459,NA,509,NA,968,NA,NA,128,20.25
19,64568,1995497,LOS ANGELES,GLENDALE UNIFIED,GLENDALE ALTERNATIVE HIGH,70,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64568,1996131,LOS ANGELES,GLENDALE UNIFIED,CLARK (ANDERSON W.) MAGNET HIGH,249,162,65.06,517,NA,583,NA,1100,NA,NA,117,46.99
19,64568,6061311,LOS ANGELES,GLENDALE UNIFIED,WILSON (WOODROW) MIDDLE,7,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64576,1933597,LOS ANGELES,GLENDORA UNIFIED,GLENDORA HIGH,587,336,57.24,510,NA,529,NA,1039,NA,NA,197,33.56
19,64576,1939677,LOS ANGELES,GLENDORA UNIFIED,WHITCOMB CONTINUATION HIGH,13,1,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64584,1996305,LOS ANGELES,GORMAN ELEMENTARY,GORMAN LEARNING CENTER,44,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64634,1934231,LOS ANGELES,INGLEWOOD UNIFIED,INGLEWOOD HIGH,472,183,38.77,372,NA,379,NA,751,NA,NA,13,2.75
19,64634,1934249,LOS ANGELES,INGLEWOOD UNIFIED,HILLCREST HIGH (CONT.),111,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64634,1936046,LOS ANGELES,INGLEWOOD UNIFIED,MORNINGSIDE HIGH,237,109,45.99,397,NA,378,NA,775,NA,NA,9,3.8
19,64659,1934611,LOS ANGELES,LA CANADA UNIFIED,LA CANADA HIGH,333,281,84.38,558,NA,602,NA,1160,NA,NA,227,68.17
19,64659,1995950,LOS ANGELES,LA CANADA UNIFIED,FOOTHILLS (SPECIAL EDUCATION),2,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64683,1930080,LOS ANGELES,LAS VIRGENES UNIFIED,AGOURA HIGH,443,269,60.72,556,NA,577,NA,1133,NA,NA,213,48.08
19,64683,1931260,LOS ANGELES,LAS VIRGENES UNIFIED,INDIAN HILLS CONTINUATION HIGH,32,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64683,1931781,LOS ANGELES,LAS VIRGENES UNIFIED,CALABASAS HIGH,404,316,78.22,559,NA,592,NA,1151,NA,NA,253,62.62
19,64725,1930411,LOS ANGELES,LONG BEACH UNIFIED,AVALON (K-12),56,29,51.79,420,NA,454,NA,874,NA,NA,8,14.29
19,64725,1934470,LOS ANGELES,LONG BEACH UNIFIED,JORDAN HIGH,881,209,23.72,387,NA,419,NA,806,NA,NA,25,2.84
19,64725,1934678,LOS ANGELES,LONG BEACH UNIFIED,LAKEWOOD HIGH,927,326,35.17,453,NA,495,NA,948,NA,NA,124,13.38
19,64725,1935758,LOS ANGELES,LONG BEACH UNIFIED,MILLIKAN SENIOR HIGH,1032,389,37.69,461,NA,495,NA,956,NA,NA,154,14.92
19,64725,1936947,LOS ANGELES,LONG BEACH UNIFIED,POLYTECHNIC HIGH,1127,556,49.33,490,NA,520,NA,1010,NA,NA,290,25.73
19,64725,1937176,LOS ANGELES,LONG BEACH UNIFIED,REID SENIOR HIGH (CONT.),72,1,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64725,1939875,LOS ANGELES,LONG BEACH UNIFIED,WILSON HIGH,730,328,44.93,464,NA,482,NA,946,NA,NA,130,17.81
19,64725,1995539,LOS ANGELES,LONG BEACH UNIFIED,CALIFORNIA ACADEMY OF MATHEMATICS &,138,142,100,568,NA,607,NA,1175,NA,NA,121,87.68
19,64725,1995570,LOS ANGELES,LONG BEACH UNIFIED,EDUCATIONAL PARTNERSHIP HIGH (IND.,412,1,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64725,1995935,LOS ANGELES,LONG BEACH UNIFIED,CABRILLO (JUAN RODRIGUEZ) HIGH,297,70,23.57,375,NA,395,NA,770,NA,NA,3,1.01
19,64725,1996339,LOS ANGELES,LONG BEACH UNIFIED,PREMIERE EDUCATION CHARTER,116,2,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64725,1996362,LOS ANGELES,LONG BEACH UNIFIED,PACIFIC LEARNING CENTER CHARTER,44,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64725,1996503,LOS ANGELES,LONG BEACH UNIFIED,RENAISSANCE CAREER ACADEMY,88,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930296,LOS ANGELES,LOS ANGELES UNIFIED,NEWMARK (HARRIS) CONTINUATION,18,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930387,LOS ANGELES,LOS ANGELES UNIFIED,CENTRAL CONTINUATION,149,2,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1930403,LOS ANGELES,LOS ANGELES UNIFIED,YOUNG (WHITNEY) CONTINUATION,6,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930429,LOS ANGELES,LOS ANGELES UNIFIED,VIEW PARK CONTINUATION,6,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930486,LOS ANGELES,LOS ANGELES UNIFIED,MONETA CONTINUATION,4,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930551,LOS ANGELES,LOS ANGELES UNIFIED,SAN ANTONIO CONTINUATION,7,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930577,LOS ANGELES,LOS ANGELES UNIFIED,PUEBLO DE LOS ANGELES CONTINUA,7,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930619,LOS ANGELES,LOS ANGELES UNIFIED,MCALISTER (HAROLD) HIGH (OPPORTUNIT,34,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930650,LOS ANGELES,LOS ANGELES UNIFIED,BANNING (PHINEAS) SENIOR HIGH,433,215,49.65,401,NA,407,NA,808,NA,NA,31,7.16
19,64733,1930692,LOS ANGELES,LOS ANGELES UNIFIED,RILEY (THOMAS) HIGH (ALTER.),7,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930783,LOS ANGELES,LOS ANGELES UNIFIED,PHOENIX CONTINUATION,1,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930791,LOS ANGELES,LOS ANGELES UNIFIED,MT. LUKENS CONTINUATION,5,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930866,LOS ANGELES,LOS ANGELES UNIFIED,BELL SENIOR HIGH,693,291,41.99,390,NA,412,NA,802,NA,NA,35,5.05
19,64733,1930924,LOS ANGELES,LOS ANGELES UNIFIED,BELMONT SENIOR HIGH,768,273,35.55,410,NA,426,NA,836,NA,NA,51,6.64
19,64733,1930940,LOS ANGELES,LOS ANGELES UNIFIED,ALISO HIGH (CONT.),20,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1930973,LOS ANGELES,LOS ANGELES UNIFIED,RODIA (SIMON) CONTINUATION,11,1,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1930999,LOS ANGELES,LOS ANGELES UNIFIED,INDIAN SPRINGS CONTINUATION,1,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931047,LOS ANGELES,LOS ANGELES UNIFIED,BIRMINGHAM SENIOR HIGH,502,205,40.84,450,NA,466,NA,916,NA,NA,77,15.34
19,64733,1931054,LOS ANGELES,LOS ANGELES UNIFIED,WESTSIDE LEADERSHIP MAGNET,20,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1931336,LOS ANGELES,LOS ANGELES UNIFIED,CHEVIOT HILLS CONTINUATION,8,1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1931351,LOS ANGELES,LOS ANGELES UNIFIED,DEL REY CONTINUATION,4,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931377,LOS ANGELES,LOS ANGELES UNIFIED,EARHART (AMELIA) CONTINUATION,18,4,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1931385,LOS ANGELES,LOS ANGELES UNIFIED,EINSTEIN (ALBERT) CONTINUATION,16,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931393,LOS ANGELES,LOS ANGELES UNIFIED,HIGHLAND PARK CONTINUATION,9,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931419,LOS ANGELES,LOS ANGELES UNIFIED,LEONIS (MIGUEL) CONTINUATION,22,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931435,LOS ANGELES,LOS ANGELES UNIFIED,LEWIS (ROBERT H.) CONTINUATION,13,1,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1931450,LOS ANGELES,LOS ANGELES UNIFIED,LONDON (JACK) CONTINUATION,13,1,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1931468,LOS ANGELES,LOS ANGELES UNIFIED,METROPOLITAN CONTINUATION,14,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931476,LOS ANGELES,LOS ANGELES UNIFIED,CANOGA PARK SENIOR HIGH,263,109,41.44,432,NA,455,NA,887,NA,NA,30,11.41
19,64733,1931484,LOS ANGELES,LOS ANGELES UNIFIED,MISSION CONTINUATION,12,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1931500,LOS ANGELES,LOS ANGELES UNIFIED,OWENSMOUTH CONTINUATION,13,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931518,LOS ANGELES,LOS ANGELES UNIFIED,PATTON (GEORGE S.) CONTINUATIO,7,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931526,LOS ANGELES,LOS ANGELES UNIFIED,CARSON SENIOR HIGH,562,299,53.2,407,NA,424,NA,831,NA,NA,52,9.25
19,64733,1931534,LOS ANGELES,LOS ANGELES UNIFIED,ROGERS (WILL) CONTINUATION,14,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931559,LOS ANGELES,LOS ANGELES UNIFIED,STONEY POINT CONTINUATION,7,1,14.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,64733,1931575,LOS ANGELES,LOS ANGELES UNIFIED,TRUTH (SOJOURNER) CONTINUATION,11,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931583,LOS ANGELES,LOS ANGELES UNIFIED,KIRK DOUGLAS CONTINUATION,11,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931682,LOS ANGELES,LOS ANGELES UNIFIED,GREY (ZANE) CONTINUATION,12,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931690,LOS ANGELES,LOS ANGELES UNIFIED,INDEPENDENCE CONTINUATION,17,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931708,LOS ANGELES,LOS ANGELES UNIFIED,CHATSWORTH SENIOR HIGH,603,291,48.26,478,NA,513,NA,991,NA,NA,145,24.05
19,64733,1931716,LOS ANGELES,LOS ANGELES UNIFIED,VALLEY MAGNET,44,36,81.82,450,NA,451,NA,901,NA,NA,11,25
19,64733,1931856,LOS ANGELES,LOS ANGELES UNIFIED,WHITMAN CONTINUATION,14,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931864,LOS ANGELES,LOS ANGELES UNIFIED,CLEVELAND (GROVER) HIGH,499,290,58.12,499,NA,516,NA,1015,NA,NA,155,31.06
19,64733,1931930,LOS ANGELES,LOS ANGELES UNIFIED,AVALON CONTINUATION,9,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931955,LOS ANGELES,LOS ANGELES UNIFIED,ELLINGTON (DUKE) HIGH (CONT.),21,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931971,LOS ANGELES,LOS ANGELES UNIFIED,HOPE (JOHN) CONTINUATION,3,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931989,LOS ANGELES,LOS ANGELES UNIFIED,MONTEREY CONTINUATION,17,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1931997,LOS ANGELES,LOS ANGELES UNIFIED,ODYSSEY CONTINUATION,27,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932029,LOS ANGELES,LOS ANGELES UNIFIED,COOPER (JAMES FENIMORE) OPPORTUNITY,13,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932128,LOS ANGELES,LOS ANGELES UNIFIED,CRENSHAW SENIOR HIGH,424,225,53.07,383,NA,373,NA,756,NA,NA,22,5.19
19,64733,1932169,LOS ANGELES,LOS ANGELES UNIFIED,TEMESCAL CANYON CONTINUATION (CHAR),17,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932250,LOS ANGELES,LOS ANGELES UNIFIED,THOREAU (HENRY DAVID) CONTINUA,18,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932318,LOS ANGELES,LOS ANGELES UNIFIED,EAGLE TREE CONTINUATION,14,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932334,LOS ANGELES,LOS ANGELES UNIFIED,ADDAMS (JANE) CONTINUATION,11,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932342,LOS ANGELES,LOS ANGELES UNIFIED,EVERGREEN CONTINUATION,8,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932383,LOS ANGELES,LOS ANGELES UNIFIED,DORSEY (SUSAN MILLER) SENIOR H,325,145,44.62,380,NA,368,NA,748,NA,NA,11,3.38
19,64733,1932391,LOS ANGELES,LOS ANGELES UNIFIED,WEST HOLLYWOOD OPPORTUNITY,3,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932540,LOS ANGELES,LOS ANGELES UNIFIED,EAGLE ROCK JUNIOR-SENIOR HIGH,376,203,53.99,440,NA,454,NA,894,NA,NA,53,14.1
19,64733,1932623,LOS ANGELES,LOS ANGELES UNIFIED,EL CAMINO REAL SENIOR HIGH,694,426,61.38,523,NA,550,NA,1073,NA,NA,266,38.33
19,64733,1932821,LOS ANGELES,LOS ANGELES UNIFIED,BOYLE HEIGHTS CONTINUATION,13,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1932847,LOS ANGELES,LOS ANGELES UNIFIED,LOS ANGELES CENTER FOR ENRICHED STU,161,153,95.03,522,NA,527,NA,1049,NA,NA,96,59.63
19,64733,1932888,LOS ANGELES,LOS ANGELES UNIFIED,DOWNTOWN BUSINESS HIGH,181,121,66.85,418,NA,441,NA,859,NA,NA,28,15.47
19,64733,1932920,LOS ANGELES,LOS ANGELES UNIFIED,FAIRFAX SENIOR HIGH,431,224,51.97,411,NA,462,NA,873,NA,NA,47,10.9
19,64733,1932987,LOS ANGELES,LOS ANGELES UNIFIED,FRANCIS (JOHN H.) POLYTECHNIC,543,236,43.46,396,NA,422,NA,818,NA,NA,39,7.18
19,64733,1933001,LOS ANGELES,LOS ANGELES UNIFIED,KING/DREW MEDICAL MAGNET HIGH,274,236,86.13,433,NA,430,NA,863,NA,NA,44,16.06
19,64733,1933043,LOS ANGELES,LOS ANGELES UNIFIED,FRANKLIN (BENJAMIN) SENIOR HIG,466,197,42.27,402,NA,424,NA,826,NA,NA,34,7.3
19,64733,1933118,LOS ANGELES,LOS ANGELES UNIFIED,FREMONT (JOHN C.) SENIOR HIGH,438,196,44.75,365,NA,374,NA,739,NA,NA,9,2.05
19,64733,1933233,LOS ANGELES,LOS ANGELES UNIFIED,SHERMAN OAKS CTR. FOR ENRICHED STUD,182,108,59.34,515,NA,528,NA,1043,NA,NA,63,34.62
19,64733,1933241,LOS ANGELES,LOS ANGELES UNIFIED,GARDENA SENIOR HIGH,474,188,39.66,397,NA,413,NA,810,NA,NA,27,5.7
19,64733,1933282,LOS ANGELES,LOS ANGELES UNIFIED,JOHNSON (DOROTHY V.) OPPORTUNITY HI,4,0,0,0,NA,0,NA,0,NA,NA,0,0
19,64733,1933381,LOS ANGELES,LOS ANGELES UNIFIED,GARFIELD (JAMES A.) SENIOR HIGH,589,328,55.69,388,NA,402,NA,790,NA,NA,37,6.28
19,64733,1933746,LOS ANGELES,LOS ANGELES UNIFIED,GRANADA HILLS SENIOR HIGH,689,469,68.07,504,NA,539,NA,1043,NA,NA,279,40.49
19,64733,1933795,LOS ANGELES,LOS ANGELES UNIFIED,GRANT (ULYSSES S.) SENIOR HIGH,601,292,48.59,440,NA,456,NA,896,NA,NA,89,14.81
19,64733,1933852,LOS ANGELES,LOS ANGELES UNIFIED,HAMILTON (ALEXANDER) SENIOR HI,500,253,50.6,486,NA,474,NA,960,NA,NA,101,20.2
19,64733,1934033,LOS ANGELES,LOS ANGELES UNIFIED,HOLLYWOOD SENIOR HIGH,435,128,29.43,397,NA,418,NA,815,NA,NA,19,4.37
19,64733,1934157,LOS ANGELES,LOS ANGELES UNIFIED,HUNTINGTON PARK SENIOR HIGH,619,222,35.86,380,NA,390,NA,770,NA,NA,20,3.23
19,64733,1934371,LOS ANGELES,LOS ANGELES UNIFIED,JEFFERSON (THOMAS) SENIOR HIGH,416,164,39.42,358,NA,372,NA,730,NA,NA,5,1.2
19,64733,1934454,LOS ANGELES,LOS ANGELES UNIFIED,JORDAN (DAVID STARR) SENIOR HI,247,97,39.27,354,NA,348,NA,702,NA,NA,2,0.81
