"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
16,63891,1632207,Kings,Corcoran Joint Unified,Corcoran High,182,34,18.68,NA,454,471,450,1375,9,26.47,NA,NA
16,63925,1630060,Kings,Hanford Joint Union High,Hanford Night (Continuation),48,,.,NA,,,,,,,NA,NA
16,63925,1630169,Kings,Hanford Joint Union High,Hanford West High,405,144,35.56,NA,459,447,440,1346,36,25.00,NA,NA
16,63925,1634245,Kings,Hanford Joint Union High,Earl F. Johnson High (Continuation),111,,.,NA,,,,,,,NA,NA
16,63925,1634401,Kings,Hanford Joint Union High,Hanford High,377,116,30.77,NA,453,455,443,1351,28,24.14,NA,NA
16,63982,0110205,Kings,Lemoore Union High,Lemoore Middle College High,46,21,45.65,NA,501,478,481,1460,10,47.62,NA,NA
16,63982,1630011,Kings,Lemoore Union High,Jamison (Donald C.) High (Continuation),81,,.,NA,,,,,,,NA,NA
16,63982,1635606,Kings,Lemoore Union High,Lemoore High,393,142,36.13,NA,468,479,460,1408,51,35.92,NA,NA
16,73932,1630078,Kings,Reef-Sunset Unified,Sunrise High (Continuation),14,,.,NA,,,,,,,NA,NA
16,73932,1630110,Kings,Reef-Sunset Unified,Adelante High,2,,.,NA,,,,,,,NA,NA
16,73932,1630953,Kings,Reef-Sunset Unified,Avenal High,137,51,37.23,NA,406,395,387,1189,5,9.80,NA,NA
17,10173,0107995,Lake,Lake County Office of Educatio,Clearlake Community,2,,.,NA,,,,,,,NA,NA
17,10173,1730068,Lake,Lake County Office of Educatio,Renaissance Court,2,,.,NA,,,,,,,NA,NA
17,10173,1730167,Lake,Lake County Office of Educatio,Lloyd Hance Community,10,,.,NA,,,,,,,NA,NA
17,64014,1730043,Lake,Kelseyville Unified,Ed Donaldson Education Center,7,,.,NA,,,,,,,NA,NA
17,64014,1730100,Lake,Kelseyville Unified,Intermountain High,2,1,50.00,NA,,,,,,,NA,NA
17,64014,1734359,Lake,Kelseyville Unified,Kelseyville High,114,26,22.81,NA,485,460,465,1410,8,30.77,NA,NA
17,64022,1730027,Lake,Konocti Unified,Carle (William C.) High (Continuation),35,,.,NA,,,,,,,NA,NA
17,64022,1730118,Lake,Konocti Unified,Richard H. Lewis Alternative,15,,.,NA,,,,,,,NA,NA
17,64022,1735000,Lake,Konocti Unified,Lower Lake High,147,52,35.37,NA,456,446,443,1345,14,26.92,NA,NA
17,64030,1730019,Lake,Lakeport Unified,Natural High (Continuation),4,,.,NA,,,,,,,NA,NA
17,64030,1730142,Lake,Lakeport Unified,Lakeport Alternative (Home School),6,,.,NA,,,,,,,NA,NA
17,64030,1732304,Lake,Lakeport Unified,Clear Lake High,87,37,42.53,NA,477,505,474,1456,14,37.84,NA,NA
17,64055,1730035,Lake,Middletown Unified,Loconoma Valley High,3,,.,NA,,,,,,,NA,NA
17,64055,1736008,Lake,Middletown Unified,Middletown High,109,42,38.53,NA,517,515,497,1530,22,52.38,NA,NA
17,64071,1730050,Lake,Upper Lake Union High,Clover Valley High (Continuation),19,,.,NA,,,,,,,NA,NA
17,64071,1737006,Lake,Upper Lake Union High,Upper Lake High,76,32,42.11,NA,490,446,468,1403,11,34.38,NA,NA
18,10181,1830058,Lassen,Lassen County Office of Educat,Lassen County Juvenile Court,2,,.,NA,,,,,,,NA,NA
18,10181,1830140,Lassen,Lassen County Office of Educat,Rocky Ridge High,6,,.,NA,,,,,,,NA,NA
18,10181,6069934,Lassen,Lassen County Office of Educat,Lassen County Special Education,5,,.,NA,,,,,,,NA,NA
18,64089,1830041,Lassen,Big Valley Joint Unified,Gateway High (Continuation),1,,.,NA,,,,,,,NA,NA
18,64089,1831601,Lassen,Big Valley Joint Unified,Big Valley Jr. Sr. High,22,16,72.73,NA,439,421,434,1294,4,25.00,NA,NA
18,64139,0106385,Lassen,Lassen Union High,Diamond Mountain Charter High,15,1,6.67,NA,,,,,,,NA,NA
18,64139,1830082,Lassen,Lassen Union High,Lassen Community Day,1,,.,NA,,,,,,,NA,NA
18,64139,1833805,Lassen,Lassen Union High,Lassen High,207,58,28.02,NA,504,503,496,1503,30,51.72,NA,NA
18,64139,1833813,Lassen,Lassen Union High,Credence High,1,,.,NA,,,,,,,NA,NA
18,64162,0118067,Lassen,Ravendale-Termo Elementary,Juniper Ridge Virtual Academy Charter,1,,.,NA,,,,,,,NA,NA
18,64162,0120287,Lassen,Ravendale-Termo Elementary,New Day Academy,24,,.,NA,,,,,,,NA,NA
18,64204,1830132,Lassen,Westwood Unified,Westwood Charter,126,1,0.79,NA,,,,,,,NA,NA
18,64204,1838507,Lassen,Westwood Unified,Westwood High,26,3,11.54,NA,,,,,,,NA,NA
18,75036,1833409,Lassen,Fort Sage Unified,Herlong High,17,1,5.88,NA,,,,,,,NA,NA
18,76729,6010763,Lassen,SBE - Long Valley Charter,Long Valley Charter,23,,.,NA,,,,,,,NA,NA
19,10199,0109918,Los Angeles,Los Angeles County Office of E,Opportunities Unlimited Charter High,18,9,50.00,NA,,,,,,,NA,NA
19,10199,0109926,Los Angeles,Los Angeles County Office of E,Academia Avance Charter,16,16,100.00,NA,425,398,415,1238,1,6.25,NA,NA
19,10199,0109942,Los Angeles,Los Angeles County Office of E,Los Angeles International Charter High,33,21,63.64,NA,401,386,403,1190,1,4.76,NA,NA
19,10199,0121822,Los Angeles,Los Angeles County Office of E,"Nidorf, Barry J. Juvenile Hall",176,,.,NA,,,,,,,NA,NA
19,10199,0121871,Los Angeles,Los Angeles County Office of E,Los Padrinos Juvenile Hall,101,,.,NA,,,,,,,NA,NA
19,10199,0121897,Los Angeles,Los Angeles County Office of E,Central Juvenile Hall,122,,.,NA,,,,,,,NA,NA
19,10199,0121905,Los Angeles,Los Angeles County Office of E,"Kirby, Dorothy Camp",23,,.,NA,,,,,,,NA,NA
19,10199,0121921,Los Angeles,Los Angeles County Office of E,Afflerbaugh-Paige Camp,58,,.,NA,,,,,,,NA,NA
19,10199,0121939,Los Angeles,Los Angeles County Office of E,"Rockey, Glenn Camp",8,,.,NA,,,,,,,NA,NA
19,10199,0121947,Los Angeles,Los Angeles County Office of E,"Miller, Fred C. Camp",53,,.,NA,,,,,,,NA,NA
19,10199,0121954,Los Angeles,Los Angeles County Office of E,"Kilpatrick, Vernon Camp",47,,.,NA,,,,,,,NA,NA
19,10199,0121970,Los Angeles,Los Angeles County Office of E,"Gonzales, David Camp",58,,.,NA,,,,,,,NA,NA
19,10199,0121988,Los Angeles,Los Angeles County Office of E,"Scott, Joseph Camp",17,,.,NA,,,,,,,NA,NA
19,10199,0121996,Los Angeles,Los Angeles County Office of E,"Scudder, Kenyon Camp",22,,.,NA,,,,,,,NA,NA
19,10199,0122002,Los Angeles,Los Angeles County Office of E,"Munz, John Camp",6,,.,NA,,,,,,,NA,NA
19,10199,0122010,Los Angeles,Los Angeles County Office of E,"Mendenhall, William Camp",29,,.,NA,,,,,,,NA,NA
19,10199,0122028,Los Angeles,Los Angeles County Office of E,Onizuka Camp,50,,.,NA,,,,,,,NA,NA
19,10199,0122036,Los Angeles,Los Angeles County Office of E,McNair Camp,32,,.,NA,,,,,,,NA,NA
19,10199,0122044,Los Angeles,Los Angeles County Office of E,Jarvis Camp,36,,.,NA,,,,,,,NA,NA
19,10199,0122051,Los Angeles,Los Angeles County Office of E,Scobee Camp,37,,.,NA,,,,,,,NA,NA
19,10199,0122069,Los Angeles,Los Angeles County Office of E,Resnik Camp,37,,.,NA,,,,,,,NA,NA
19,10199,0122077,Los Angeles,Los Angeles County Office of E,Smith Camp,33,,.,NA,,,,,,,NA,NA
19,10199,1933399,Los Angeles,Los Angeles County Office of E,L.A. County High School for the Arts,148,126,85.14,NA,549,519,542,1610,81,64.29,NA,NA
19,10199,1995232,Los Angeles,Los Angeles County Office of E,Los Angeles County Special Education,514,,.,NA,,,,,,,NA,NA
19,10199,1995240,Los Angeles,Los Angeles County Office of E,Los Angeles County Juvenile Hall/Communi,18,,.,NA,,,,,,,NA,NA
19,10199,1995257,Los Angeles,Los Angeles County Office of E,Alternative Opportunity Programs,247,,.,NA,,,,,,,NA,NA
19,10199,1995869,Los Angeles,Los Angeles County Office of E,International Polytechnic High,100,80,80.00,NA,491,493,479,1462,32,40.00,NA,NA
19,10199,1996008,Los Angeles,Los Angeles County Office of E,Soledad Enrichment Action Charter,144,,.,NA,,,,,,,NA,NA
19,10199,1996164,Los Angeles,Los Angeles County Office of E,Antelope Valley Community Day,4,,.,NA,,,,,,,NA,NA
19,10199,1996172,Los Angeles,Los Angeles County Office of E,East Los Angeles Community Day,72,,.,NA,,,,,,,NA,NA
19,10199,1996180,Los Angeles,Los Angeles County Office of E,Eastern Community Day,57,,.,NA,,,,,,,NA,NA
19,10199,1996214,Los Angeles,Los Angeles County Office of E,Renaissance Community Day,62,,.,NA,,,,,,,NA,NA
19,10199,1996222,Los Angeles,Los Angeles County Office of E,Tri Community PAU,65,1,1.54,NA,,,,,,,NA,NA
19,64212,1930056,Los Angeles,ABC Unified,Cerritos High,536,371,69.22,NA,538,608,568,1714,284,76.55,NA,NA
19,64212,1930361,Los Angeles,ABC Unified,Artesia High,294,122,41.50,NA,438,472,433,1344,29,23.77,NA,NA
19,64212,1931641,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),290,4,1.38,NA,,,,,,,NA,NA
19,64212,1931880,Los Angeles,ABC Unified,Gretchen Whitney High,171,167,97.66,NA,644,684,661,1989,163,97.60,NA,NA
19,64212,1933159,Los Angeles,ABC Unified,Richard Gahr High,483,235,48.65,NA,473,512,482,1466,108,45.96,NA,NA
19,64212,1995596,Los Angeles,ABC Unified,ABC Secondary (Alternative),104,4,3.85,NA,,,,,,,NA,NA
19,64212,6010904,Los Angeles,ABC Unified,Charles J. Carver Elementary,2,,.,NA,,,,,,,NA,NA
19,64246,0100081,Los Angeles,Antelope Valley Union High,William J. (Pete) Knight High,732,220,30.05,NA,437,445,435,1317,37,16.82,NA,NA
19,64246,0108407,Los Angeles,Antelope Valley Union High,Eastside High,536,226,42.16,NA,426,409,417,1252,34,15.04,NA,NA
19,64246,0111872,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),63,53,84.13,NA,502,490,488,1480,23,43.40,NA,NA
19,64246,0115337,Los Angeles,Antelope Valley Union High,Los Angeles County Online High,109,5,4.59,NA,,,,,,,NA,NA
19,64246,1930213,Los Angeles,Antelope Valley Union High,Antelope Valley High,439,69,15.72,NA,406,414,397,1217,7,10.14,NA,NA
19,64246,1931732,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,414,,.,NA,,,,,,,NA,NA
19,64246,1936624,Los Angeles,Antelope Valley Union High,Palmdale High,661,185,27.99,NA,448,419,432,1300,31,16.76,NA,NA
19,64246,1937051,Los Angeles,Antelope Valley Union High,Quartz Hill High,771,276,35.80,NA,521,529,513,1563,160,57.97,NA,NA
19,64246,1995398,Los Angeles,Antelope Valley Union High,Highland High,699,277,39.63,NA,485,484,476,1445,115,41.52,NA,NA
19,64246,1995406,Los Angeles,Antelope Valley Union High,Littlerock High,452,128,28.32,NA,436,437,441,1315,25,19.53,NA,NA
19,64246,1995844,Los Angeles,Antelope Valley Union High,Lancaster High,598,204,34.11,NA,478,474,474,1426,74,36.27,NA,NA
19,64246,1995968,Los Angeles,Antelope Valley Union High,Phoenix High Community Day,37,,.,NA,,,,,,,NA,NA
19,64246,1996537,Los Angeles,Antelope Valley Union High,Desert Sands Charter,155,9,5.81,NA,,,,,,,NA,NA
19,64246,1996644,Los Angeles,Antelope Valley Union High,R. Rex Parris High,288,,.,NA,,,,,,,NA,NA
19,64261,1930288,Los Angeles,Arcadia Unified,Arcadia High,910,635,69.78,NA,572,642,584,1798,534,84.09,NA,NA
19,64261,1995299,Los Angeles,Arcadia Unified,Rancho Learning Center (Alternative),28,,.,NA,,,,,,,NA,NA
19,64279,1930528,Los Angeles,Azusa Unified,Azusa High,320,123,38.44,NA,445,467,444,1356,33,26.83,NA,NA
19,64279,1931765,Los Angeles,Azusa Unified,Sierra High,163,,.,NA,,,,,,,NA,NA
19,64279,1933449,Los Angeles,Azusa Unified,Gladstone High,337,103,30.56,NA,456,467,448,1371,25,24.27,NA,NA
19,64287,0114397,Los Angeles,Baldwin Park Unified,Opportunities For Learning - Baldwin Par,339,11,3.24,NA,408,412,400,1220,1,9.09,NA,NA
19,64287,1930601,Los Angeles,Baldwin Park Unified,Baldwin Park High,516,182,35.27,NA,438,464,437,1338,43,23.63,NA,NA
19,64287,1936384,Los Angeles,Baldwin Park Unified,North Park Continuation High,224,1,0.45,NA,,,,,,,NA,NA
19,64287,1938166,Los Angeles,Baldwin Park Unified,Sierra Vista High,422,203,48.10,NA,431,448,430,1310,36,17.73,NA,NA
19,64287,1995331,Los Angeles,Baldwin Park Unified,Baldwin Park Alternative,8,,.,NA,,,,,,,NA,NA
19,64287,1996479,Los Angeles,Baldwin Park Unified,Opportunities for Learning - Baldwin Par,411,23,5.60,NA,506,452,491,1449,11,47.83,NA,NA
19,64295,1930700,Los Angeles,Bassett Unified,Bassett Senior High,304,114,37.50,NA,430,467,431,1329,30,26.32,NA,NA
19,64295,1936491,Los Angeles,Bassett Unified,Nueva Vista Continuation High,46,,.,NA,,,,,,,NA,NA
19,64303,1930775,Los Angeles,Bellflower Unified,Bellflower High,421,126,29.93,NA,466,481,449,1396,45,35.71,NA,NA
19,64303,1935618,Los Angeles,Bellflower Unified,Mayfair High,475,203,42.74,NA,491,507,487,1486,89,43.84,NA,NA
19,64303,1938190,Los Angeles,Bellflower Unified,Somerset Continuation High,272,1,0.37,NA,,,,,,,NA,NA
19,64303,1995679,Los Angeles,Bellflower Unified,Bellflower Alternative Education Center,8,,.,NA,,,,,,,NA,NA
19,64311,1930981,Los Angeles,Beverly Hills Unified,Beverly Hills High,554,348,62.82,NA,550,588,581,1719,269,77.30,NA,NA
19,64311,1931021,Los Angeles,Beverly Hills Unified,Moreno High (Continuation),3,,.,NA,,,,,,,NA,NA
19,64329,1931088,Los Angeles,Bonita Unified,Bonita High,486,249,51.23,NA,498,518,495,1512,132,53.01,NA,NA
19,64329,1937598,Los Angeles,Bonita Unified,Chaparral High (Continuation),52,,.,NA,,,,,,,NA,NA
19,64329,1937739,Los Angeles,Bonita Unified,San Dimas High,307,153,49.84,NA,504,503,492,1500,73,47.71,NA,NA
19,64329,1995893,Los Angeles,Bonita Unified,Vista (Alternative),26,,.,NA,,,,,,,NA,NA
19,64337,1931187,Los Angeles,Burbank Unified,Burbank High,628,283,45.06,NA,512,540,519,1570,155,54.77,NA,NA
19,64337,1931237,Los Angeles,Burbank Unified,Burroughs High,640,320,50.00,NA,512,515,507,1534,171,53.44,NA,NA
19,64337,1933332,Los Angeles,Burbank Unified,Monterey High (Continuation),139,2,1.44,NA,,,,,,,NA,NA
19,64337,1995877,Los Angeles,Burbank Unified,Magnolia Park,6,,.,NA,,,,,,,NA,NA
19,64337,1996099,Los Angeles,Burbank Unified,Options for Youth-Burbank Charter,203,5,2.46,NA,,,,,,,NA,NA
19,64337,1996230,Los Angeles,Burbank Unified,Burbank USD Community Day,2,,.,NA,,,,,,,NA,NA
19,64352,0118521,Los Angeles,Centinela Valley Union High,Centinela Valley Independent Study,81,,.,NA,,,,,,,NA,NA
19,64352,1930239,Los Angeles,Centinela Valley Union High,R. K. Lloyde High,166,,.,NA,,,,,,,NA,NA
19,64352,1933951,Los Angeles,Centinela Valley Union High,Hawthorne High,571,204,35.73,NA,416,424,421,1260,32,15.69,NA,NA
19,64352,1934926,Los Angeles,Centinela Valley Union High,Lawndale High,281,123,43.77,NA,447,475,462,1384,36,29.27,NA,NA
19,64352,1935048,Los Angeles,Centinela Valley Union High,Leuzinger High,641,176,27.46,NA,404,415,405,1224,21,11.93,NA,NA
19,64378,1930312,Los Angeles,Charter Oak Unified,Arrow High (Continuation),77,,.,NA,,,,,,,NA,NA
19,64378,1931666,Los Angeles,Charter Oak Unified,Charter Oak High,437,214,48.97,NA,482,501,482,1466,95,44.39,NA,NA
19,64378,1995885,Los Angeles,Charter Oak Unified,Oak Knoll Alternative,17,1,5.88,NA,,,,,,,NA,NA
19,64378,1995927,Los Angeles,Charter Oak Unified,Bridges Community Day,5,,.,NA,,,,,,,NA,NA
19,64394,1931807,Los Angeles,Claremont Unified,San Antonio High (Continuation),59,,.,NA,,,,,,,NA,NA
19,64394,1931823,Los Angeles,Claremont Unified,Claremont High,561,379,67.56,NA,525,543,526,1593,236,62.27,NA,NA
19,64436,1931617,Los Angeles,Covina-Valley Unified,Fairvalley High (Continuation),141,,.,NA,,,,,,,NA,NA
19,64436,1932086,Los Angeles,Covina-Valley Unified,Covina High,352,133,37.78,NA,470,492,457,1418,45,33.83,NA,NA
19,64436,1936418,Los Angeles,Covina-Valley Unified,Northview High,366,160,43.72,NA,435,453,443,1331,32,20.00,NA,NA
19,64436,1938372,Los Angeles,Covina-Valley Unified,South Hills High,503,240,47.71,NA,497,529,504,1530,121,50.42,NA,NA
19,64444,1932201,Los Angeles,Culver City Unified,Culver City High,533,295,55.35,NA,501,505,497,1503,138,46.78,NA,NA
19,64444,1932656,Los Angeles,Culver City Unified,Culver Park High,54,,.,NA,,,,,,,NA,NA
19,64451,1931625,Los Angeles,Downey Unified,Columbus Continuation,282,,.,NA,,,,,,,NA,NA
19,64451,1932441,Los Angeles,Downey Unified,Downey High,918,333,36.27,NA,470,484,465,1419,112,33.63,NA,NA
19,64451,1939164,Los Angeles,Downey Unified,Warren High,793,321,40.48,NA,477,488,474,1439,121,37.69,NA,NA
19,64469,1932482,Los Angeles,Duarte Unified,Duarte High,231,116,50.22,NA,469,466,467,1402,33,28.45,NA,NA
19,64469,1936079,Los Angeles,Duarte Unified,Mt. Olive Alternative Education,45,,.,NA,,,,,,,NA,NA
19,64519,1930320,Los Angeles,El Monte Union High,Arroyo High,498,236,47.39,NA,461,488,456,1405,75,31.78,NA,NA
19,64519,1932664,Los Angeles,El Monte Union High,El Monte High,417,158,37.89,NA,430,485,437,1352,46,29.11,NA,NA
19,64519,1932680,Los Angeles,El Monte Union High,Mountain View High,464,151,32.54,NA,436,463,432,1331,36,23.84,NA,NA
19,64519,1937481,Los Angeles,El Monte Union High,Rosemead High,437,190,43.48,NA,483,540,477,1500,97,51.05,NA,NA
19,64519,1938919,Los Angeles,El Monte Union High,Fernando R. Ledesma Continuation High,313,,.,NA,,,,,,,NA,NA
19,64519,1995661,Los Angeles,El Monte Union High,South El Monte High,347,114,32.85,NA,421,443,437,1301,24,21.05,NA,NA
19,64519,1996123,Los Angeles,El Monte Union High,El Monte Union High School Community Day,7,,.,NA,,,,,,,NA,NA
19,64527,0118547,Los Angeles,El Rancho Unified,Eugene A. Obregon,1,,.,NA,,,,,,,NA,NA
19,64527,1932698,Los Angeles,El Rancho Unified,Ruben Salazar Continuation,136,1,0.74,NA,,,,,,,NA,NA
19,64527,1932706,Los Angeles,El Rancho Unified,El Rancho High,749,334,44.59,NA,425,446,431,1302,70,20.96,NA,NA
19,64535,1930353,Los Angeles,El Segundo Unified,Arena High (Continuation),16,,.,NA,,,,,,,NA,NA
19,64535,1932763,Los Angeles,El Segundo Unified,El Segundo High,298,213,71.48,NA,542,545,540,1627,146,68.54,NA,NA
19,64568,1932144,Los Angeles,Glendale Unified,Crescenta Valley High,703,469,66.71,NA,546,600,562,1709,358,76.33,NA,NA
19,64568,1933472,Los Angeles,Glendale Unified,Daily (Allan F.) High (Continuation),246,1,0.41,NA,,,,,,,NA,NA
19,64568,1933530,Los Angeles,Glendale Unified,Glendale High,717,253,35.29,NA,499,546,498,1544,132,52.17,NA,NA
19,64568,1934082,Los Angeles,Glendale Unified,Herbert Hoover High,496,162,32.66,NA,518,557,522,1598,102,62.96,NA,NA
19,64568,1995497,Los Angeles,Glendale Unified,Verdugo Academy,27,4,14.81,NA,,,,,,,NA,NA
19,64568,1996131,Los Angeles,Glendale Unified,Anderson W. Clark Magnet High,245,134,54.69,NA,522,578,542,1643,91,67.91,NA,NA
19,64568,6099022,Los Angeles,Glendale Unified,College View,79,,.,NA,,,,,,,NA,NA
19,64576,1933597,Los Angeles,Glendora Unified,Glendora High,589,323,54.84,NA,531,565,531,1627,216,66.87,NA,NA
19,64576,1939677,Los Angeles,Glendora Unified,Whitcomb Continuation High,52,1,1.92,NA,,,,,,,NA,NA
19,64584,1996305,Los Angeles,Gorman Elementary,Gorman Learning Center,169,14,8.28,NA,527,511,523,1561,9,64.29,NA,NA
19,64592,0100354,Los Angeles,Hawthorne,Hawthorne Math and Science Academy,126,113,89.68,NA,468,507,480,1454,46,40.71,NA,NA
19,64600,0120543,Los Angeles,Hermosa Beach City Elementary,Opportunities for Learning-Hermosa Beach,75,3,4.00,NA,,,,,,,NA,NA
19,64600,0120550,Los Angeles,Hermosa Beach City Elementary,"Options for Youth-Hermosa Beach, Inc.",43,,.,NA,,,,,,,NA,NA
19,64634,1934231,Los Angeles,Inglewood Unified,Inglewood High,356,207,58.15,NA,373,368,384,1125,10,4.83,NA,NA
19,64634,1934249,Los Angeles,Inglewood Unified,Hillcrest High,98,,.,NA,,,,,,,NA,NA
19,64634,1936046,Los Angeles,Inglewood Unified,Morningside High,274,117,42.70,NA,387,369,384,1140,5,4.27,NA,NA
19,64634,1996529,Los Angeles,Inglewood Unified,City Honors College Preparatory Charter,148,132,89.19,NA,444,429,441,1314,24,18.18,NA,NA
19,64634,1996586,Los Angeles,Inglewood Unified,Animo Inglewood Charter High,133,112,84.21,NA,435,420,435,1290,22,19.64,NA,NA
19,64659,1934611,Los Angeles,La Canada Unified,La Canada High,382,311,81.41,NA,597,635,614,1846,275,88.42,NA,NA
19,64683,1930080,Los Angeles,Las Virgenes Unified,Agoura High,487,312,64.07,NA,560,587,583,1730,255,81.73,NA,NA
19,64683,1931260,Los Angeles,Las Virgenes Unified,Indian Hills Continuation High,30,1,3.33,NA,,,,,,,NA,NA
19,64683,1931781,Los Angeles,Las Virgenes Unified,Calabasas High,490,330,67.35,NA,571,599,590,1761,272,82.42,NA,NA
19,64691,1996438,Los Angeles,Lawndale Elementary,Environmental Charter High,105,104,99.05,NA,437,454,447,1338,26,25.00,NA,NA
19,64709,0100602,Los Angeles,Lennox,"Lennox Mathematics, Science and Technolo",105,108,E,NA,426,454,463,1342,23,21.30,NA,NA
19,64709,1996313,Los Angeles,Lennox,Animo Leadership High,122,117,95.90,NA,381,392,404,1176,11,9.40,NA,NA
19,64725,0101741,Los Angeles,Long Beach Unified,Select Community Day (Secondary),1,,.,NA,,,,,,,NA,NA
19,64725,1930411,Los Angeles,Long Beach Unified,Avalon K-12,44,25,56.82,NA,436,473,448,1357,8,32.00,NA,NA
19,64725,1934470,Los Angeles,Long Beach Unified,Jordan High,802,184,22.94,NA,416,414,413,1244,17,9.24,NA,NA
19,64725,1934678,Los Angeles,Long Beach Unified,Lakewood High,959,373,38.89,NA,480,504,470,1453,156,41.82,NA,NA
19,64725,1935758,Los Angeles,Long Beach Unified,Millikan High,955,369,38.64,NA,462,463,456,1381,113,30.62,NA,NA
19,64725,1936947,Los Angeles,Long Beach Unified,Polytechnic High,1171,594,50.73,NA,503,517,493,1513,306,51.52,NA,NA
19,64725,1937176,Los Angeles,Long Beach Unified,Reid High,292,2,0.68,NA,,,,,,,NA,NA
19,64725,1939875,Los Angeles,Long Beach Unified,Wilson High,992,463,46.67,NA,498,504,495,1497,225,48.60,NA,NA
19,64725,1995539,Los Angeles,Long Beach Unified,California Academy of Mathematics and Sc,147,144,97.96,NA,583,619,580,1782,128,88.89,NA,NA
19,64725,1995570,Los Angeles,Long Beach Unified,Educational Partnership High,635,3,0.47,NA,,,,,,,NA,NA
19,64725,1995935,Los Angeles,Long Beach Unified,Cabrillo High,756,176,23.28,NA,419,424,409,1253,24,13.64,NA,NA
19,64725,1996503,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,103,19,18.45,NA,481,464,446,1391,5,26.32,NA,NA
19,64733,0100677,Los Angeles,Los Angeles Unified,High Tech LA,58,50,86.21,NA,496,534,488,1517,25,50.00,NA,NA
19,64733,0100750,Los Angeles,Los Angeles Unified,Wallis Annenberg High,96,65,67.71,NA,406,439,435,1279,11,16.92,NA,NA
19,64733,0100776,Los Angeles,Los Angeles Unified,North Valley Charter Academy,31,7,22.58,NA,,,,,,,NA,NA
19,64733,0100800,Los Angeles,Los Angeles Unified,Central City Value,80,41,51.25,NA,413,401,424,1238,4,9.76,NA,NA
19,64733,0101196,Los Angeles,Los Angeles Unified,View Park Preparatory Accelerated High,88,76,86.36,NA,423,429,422,1274,14,18.42,NA,NA
19,64733,0101329,Los Angeles,Los Angeles Unified,William J. Johnston Community Day,19,,.,NA,,,,,,,NA,NA
19,64733,0101659,Los Angeles,Los Angeles Unified,Crenshaw Arts/Tech Charter High,44,39,88.64,NA,384,353,396,1133,0,0.00,NA,NA
19,64733,0101675,Los Angeles,Los Angeles Unified,Animo Oscar De La Hoya Charter High,134,127,94.78,NA,380,389,396,1165,12,9.45,NA,NA
19,64733,0101683,Los Angeles,Los Angeles Unified,Renaissance Arts Academy,20,18,90.00,NA,524,494,475,1493,10,55.56,NA,NA
19,64733,0102137,Los Angeles,Los Angeles Unified,Aggeler Community Day,6,,.,NA,,,,,,,NA,NA
19,64733,0102434,Los Angeles,Los Angeles Unified,Animo South Los Angeles Charter,115,94,81.74,NA,395,376,389,1160,6,6.38,NA,NA
19,64733,0102541,Los Angeles,Los Angeles Unified,New Designs Charter,39,34,87.18,NA,406,384,407,1197,4,11.76,NA,NA
19,64733,0102764,Los Angeles,Los Angeles Unified,Richard A. Alonzo Community Day,83,,.,NA,,,,,,,NA,NA
19,64733,0102913,Los Angeles,Los Angeles Unified,Middle College High,93,81,87.10,NA,446,406,439,1291,12,14.81,NA,NA
19,64733,0102921,Los Angeles,Los Angeles Unified,Harbor Teacher Preparation Academy,73,74,E,NA,512,537,509,1559,43,58.11,NA,NA
19,64733,0106351,Los Angeles,Los Angeles Unified,Ivy Academia,41,17,41.46,NA,464,431,436,1330,2,11.76,NA,NA
19,64733,0106435,Los Angeles,Los Angeles Unified,Camino Nuevo High School Charter,94,90,95.74,NA,384,388,413,1186,10,11.11,NA,NA
19,64733,0106831,Los Angeles,Los Angeles Unified,Animo Venice Charter High,115,89,77.39,NA,398,406,402,1206,8,8.99,NA,NA
19,64733,0106849,Los Angeles,Los Angeles Unified,Animo Pat Brown,121,69,57.02,NA,389,418,404,1211,8,11.59,NA,NA
19,64733,0106864,Los Angeles,Los Angeles Unified,Gertz-Ressler Academy High,110,108,98.18,NA,410,425,431,1267,15,13.89,NA,NA
19,64733,0106997,Los Angeles,Los Angeles Unified,Orthopaedic Hospital,160,119,74.38,NA,428,438,432,1298,15,12.61,NA,NA
19,64733,0107003,Los Angeles,Los Angeles Unified,Northridge Academy High,150,89,59.33,NA,441,446,445,1331,16,17.98,NA,NA
19,64733,0107011,Los Angeles,Los Angeles Unified,International Studies Learning Center,81,40,49.38,NA,416,405,411,1232,2,5.00,NA,NA
19,64733,0107755,Los Angeles,Los Angeles Unified,Port of Los Angeles High,104,48,46.15,NA,482,448,462,1391,16,33.33,NA,NA
19,64733,0108878,Los Angeles,Los Angeles Unified,CHAMPS - Charter HS of Arts-Multimedia &,124,100,80.65,NA,508,485,510,1503,49,49.00,NA,NA
19,64733,0108894,Los Angeles,Los Angeles Unified,Heritage College-Ready High,141,130,92.20,NA,361,384,387,1132,5,3.85,NA,NA
19,64733,0108936,Los Angeles,Los Angeles Unified,Huntington Park College-Ready Academy,121,126,E,NA,373,398,384,1155,5,3.97,NA,NA
